method,acquisition_mode,first_prefix_score_mode,second_score_physics_blend,second_score_physics_gate_size,search_policy,adaptive_probes_per_second_line,adaptive_promotion_min_positives,adaptive_target,fallback_score_fusion,candidate_evaluations,num_seeds,n2_physical_verifications_mean,n2_physical_verifications_std,n1_state_constructions_mean,n1_state_constructions_std,total_physical_evaluations_mean,total_physical_evaluations_std,critical_paths_found_mean,critical_paths_found_std,recall_critical_mean,recall_critical_std,precision_at_k_mean,precision_at_k_std,relay_cascade_paths_found_mean,relay_cascade_paths_found_std,recall_relay_cascade_mean,recall_relay_cascade_std,captured_load_shed_mw_mean,captured_load_shed_mw_std,captured_load_shed_ratio_mean,captured_load_shed_ratio_std,captured_relay_load_shed_mw_mean,captured_relay_load_shed_mw_std,captured_relay_load_shed_ratio_mean,captured_relay_load_shed_ratio_std,eager_n1_state_constructions_mean,eager_n1_state_constructions_std,saved_n1_state_constructions_mean,saved_n1_state_constructions_std
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,18500,5,18500.0,0.0,176.0,0.0,18676.0,0.0,1736.0,3.8078865529319543,0.9897377423033067,0.002170972949220044,0.09383783783783783,0.00020583170556388769,1626.4,3.1304951684997055,0.9898965307364577,0.0019053531153376073,57898.28760661736,160.99168741890034,0.9909291239054653,0.0027553725397543543,54968.382033311085,153.12451756217845,0.9909110482507844,0.002760364605938052,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,19500,5,19500.0,0.0,176.0,0.0,19676.0,0.0,1737.6,3.847076812334269,0.9906499429874571,0.0021933163126193066,0.0891076923076923,0.00019728599037611836,1628.0,3.082207001484488,0.9908703590992088,0.001875962873697188,57972.74994959931,137.16513910823522,0.9922035468175274,0.0023475811935992274,55042.844376293026,124.64731936952586,0.992253375523483,0.002247008213253508,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,20500,5,20500.0,0.0,176.0,0.0,20676.0,0.0,1738.6,4.03732584763727,0.9912200684150513,0.002301782125220788,0.08480975609756099,0.00019694272427498894,1629.0,3.391164991562634,0.9914790018259282,0.0020640079072201324,58007.948713780344,149.48977850961234,0.9928059736248528,0.0025585173823762996,55078.04314047405,138.08230041096806,0.992887901100216,0.002489199645028547,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,21500,5,21500.0,0.0,176.0,0.0,21676.0,0.0,1740.4,3.9115214431215892,0.9922462941847205,0.002230057835303078,0.08094883720930232,0.00018193122991263196,1630.8,3.3466401061363023,0.9925745587340231,0.002036908159547364,58069.36945221358,147.93175674172008,0.9938571894904896,0.0025318518416615953,55139.4638789073,137.7469977079422,0.9939951283107302,0.002483155167446229,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,22500,5,22500.0,0.0,176.0,0.0,22676.0,0.0,1742.4,3.2093613071762426,0.9933865450399088,0.0018297384875577073,0.07744,0.00014263828031894327,1632.2,3.1144823004794877,0.9934266585514304,0.0018956069996831752,58123.20343123289,148.75617677605098,0.9947785579777305,0.0025459617895740787,55189.74441003887,137.19155393559177,0.9949015318097454,0.002473142222725187,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,23500,5,23500.0,0.0,176.0,0.0,23676.0,0.0,1743.6,2.6076809620810595,0.9940706955530217,0.0014867052235354144,0.07419574468085106,0.00011096514732259311,1633.0,2.7386127875258306,0.9939135727328058,0.0016668367544283673,58169.60854355233,106.05932870758258,0.99557278142019,0.001815205285383866,55222.102669041255,99.9712937748285,0.9954848518050143,0.0018021752841364193,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,24500,5,24500.0,0.0,176.0,0.0,24676.0,0.0,1744.4,2.302172886644268,0.994526795895097,0.0013125273013935305,0.0712,9.396624027119742e-05,1633.8,2.4899799195977463,0.9944004869141814,0.0015155081677405658,58189.52811807559,86.5830906305169,0.995913704914595,0.0014818694937312681,55242.022243564505,77.33904352139014,0.995843940534597,0.0013941853453145504,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,25500,5,25500.0,0.0,176.0,0.0,25676.0,0.0,1744.8,2.588435821108957,0.9947548460661345,0.0014757330793095404,0.0684235294117647,0.00010150728710231027,1634.2,2.7748873851023212,0.9946439440048692,0.0016889150244079531,58220.10454349313,102.58976561984419,0.9964370203994504,0.001755823717240969,55272.59866898204,92.68709763825932,0.9963951395446731,0.0016708636070894712,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,26500,5,26500.0,0.0,176.0,0.0,26676.0,0.0,1745.6,3.361547262794322,0.99521094640821,0.0019165035705782597,0.06587169811320755,0.00012685084010544397,1635.0,3.5355339059327378,0.9951308581862447,0.0021518769969158533,58235.913225466364,112.70786684902426,0.9967075859727238,0.001928995007810744,55288.40735095528,102.54827935930199,0.9966801215115078,0.0018486304169306137,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,27500,5,27500.0,0.0,176.0,0.0,27676.0,0.0,1748.0,3.082207001484488,0.9965792474344356,0.001757244584654803,0.06356363636363636,0.00011208025459943566,1637.0,3.082207001484488,0.9963481436396835,0.001875962873697179,58301.305699185774,89.96851611824546,0.9978267780830855,0.0015398110469494995,55345.59191538692,89.96851611824546,0.9977109835196047,0.001621855934603852,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,28500,5,28500.0,0.0,176.0,0.0,28676.0,0.0,1749.4,2.701851217221259,0.9973774230330672,0.001540394080513817,0.06138245614035087,9.480179709548463e-05,1638.4,2.701851217221259,0.9972002434570907,0.001644462092039731,58345.92738807886,54.40452164936944,0.9985904782357125,0.0009311333236796051,55390.213604280005,54.40452164936944,0.9985153754787675,0.0009807463778812044,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,29500,5,29500.0,0.0,176.0,0.0,29676.0,0.0,1750.6,2.7928480087537886,0.9980615735461802,0.001592273665195997,0.05934237288135593,9.46728138560594e-05,1639.6,2.7928480087537886,0.9979306147291538,0.0016998466273607966,58370.631436385935,51.509544203466646,0.9990132879932684,0.0008815857881171211,55414.91765258708,51.509544203466646,0.9989607135712945,0.0009285588287944407,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,30500,5,30500.0,0.0,176.0,0.0,30676.0,0.0,1752.0,1.8708286933869707,0.9988597491448118,0.0010666070087725055,0.05744262295081968,6.133864568481902e-05,1641.0,1.8708286933869707,0.9987827145465612,0.001138666277167952,58401.922050472676,28.816337954638737,0.9995488268163527,0.0004931915900098398,55446.20826667382,28.816337954638737,0.9995247872088686,0.0005194700406513224,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,31500,5,31500.0,0.0,176.0,0.0,31676.0,0.0,1753.0,1.7320508075688772,0.999429874572406,0.0009874862072798707,0.05565079365079364,5.498573992282202e-05,1642.0,1.7320508075688772,0.9993913572732807,0.0010542001263353074,58410.412461225686,28.53183294354774,0.9996941401863481,0.0004883222870815678,55454.69867742683,28.53183294354774,0.9996778432295871,0.0005143412893884109,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,32500,5,32500.0,0.0,176.0,0.0,32676.0,0.0,1754.0,0.0,1.0,0.0,0.05396923076923077,0.0,1643.0,0.0,1.0,0.0,58428.283325076045,0.0,1.0000000000000093,0.0,55472.56954127719,0.0,1.0000000000000078,0.0,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,32560,5,32560.0,0.0,176.0,0.0,32736.0,0.0,1754.0,0.0,1.0,0.0,0.05386977886977886,7.757919228897728e-18,1643.0,0.0,1.0,0.0,58428.283325076045,0.0,1.0000000000000093,0.0,55472.56954127719,0.0,1.0000000000000078,0.0,176.0,0.0,0.0,0.0
