scenario_id,initial_outages,initial_outage_type,initial_outage_order,chronic_index,load_scale,gen_scale,do_nothing_negative_return,best_negative_return,best_improvement,best_action,best_action_line,pf_failed,num_line_outages,load_shed_MW
205,9,N-1,1,1855,1.0980195999145508,1.0920863151550293,107.83701400998507,100.1,7.737014009985074,14,13,True,9,42.273754596710205
206,"14,15",common_bus_N-2,2,1782,1.021192193031311,0.9766612648963928,101.98013266932448,100.1,1.8801326693244818,8,7,True,4,0.0
207,"16,19",common_bus_N-2,2,176,1.0392473936080933,0.9802882671356201,100.0,100.0,0.0,0,,True,2,15.48478616476059
208,17,N-1,1,1013,1.1037391424179077,1.0900144577026367,-0.0,-0.0,0.0,0,,False,1,0.0
209,"2,4",common_bus_N-2,2,1118,0.772190511226654,0.9170395731925964,101.98013266932448,100.1,1.8801326693244818,6,5,True,4,0.0
210,"4,6",common_bus_N-2,2,635,1.1811983585357666,0.852582573890686,103.92105608476768,100.1,3.82105608476769,1,0,True,6,0.0
211,"7,8",common_bus_N-2,2,1371,0.7974680662155151,0.9799745678901672,102.9689601586627,100.1,2.868960158662702,10,9,True,5,2.791138231754303
212,"2,5",common_bus_N-2,2,1874,1.0896663665771484,1.0231765508651733,100.0,100.0,0.0,0,,True,2,0.32891664505005735
213,9,N-1,1,1429,0.8016089200973511,1.012923240661621,103.92105608476768,100.1,3.82105608476769,14,13,True,5,0.0
214,"14,16",common_bus_N-2,2,546,0.8983272314071655,1.0879380702972412,107.03423633717395,100.1,6.934236337173957,8,7,True,8,37.72974371910095
215,"7,14",common_bus_N-2,2,641,1.192870020866394,1.0614290237426758,100.0,100.0,0.0,0,,True,2,0.0
216,2,N-1,1,1974,0.8093298673629761,0.9051067233085632,101.98013266932448,100.1,1.8801326693244818,6,5,True,3,0.0
217,"10,12",common_bus_N-2,2,465,1.0863146781921387,0.9686161875724792,106.06878394767828,100.1,5.96878394767829,14,13,True,7,37.477856397628784
218,"8,16",common_bus_N-2,2,1209,1.0415070056915283,0.9718733429908752,109.09904610626639,100.1,8.999046106266391,14,13,True,10,79.67528593540192
219,12,N-1,1,272,0.8966116309165955,0.9001020789146423,-0.0,-0.0,0.0,0,,False,1,0.0
220,"6,7",common_bus_N-2,2,1865,1.1008740663528442,1.1191623210906982,104.8770575499286,100.1,4.7770575499286,1,0,True,7,0.0
221,"3,7",common_bus_N-2,2,558,0.9356358647346497,1.0035297870635986,111.96318043122596,100.1,11.86318043122597,14,13,True,12,55.108952432870865
222,1,N-1,1,1197,1.010624647140503,1.0088963508605957,101.98013266932448,100.1,1.8801326693244818,1,0,True,3,0.0
223,"14,16",common_bus_N-2,2,262,0.8705991506576538,0.9092127084732056,-0.0,-0.0,0.0,0,,False,2,0.0
224,"8,15",common_bus_N-2,2,425,1.243532419204712,1.036251187324524,103.93792382109109,100.1,3.8379238210910955,14,13,True,6,5.432674431800848
225,"0,1",common_bus_N-2,2,1356,0.8439089059829712,1.1736316680908203,100.0,100.0,0.0,0,,True,2,0.0
226,1,N-1,1,1986,0.8157010078430176,1.0908541679382324,106.94547989531556,100.1,6.845479895315563,1,0,True,6,0.0
227,6,N-1,1,80,1.199761152267456,0.9403437972068787,102.95544664514918,100.1,2.8554466451491862,1,0,True,4,0.0
228,"9,11",common_bus_N-2,2,524,0.9089787006378174,0.9221115708351135,105.97219529022377,100.1,5.872195290223772,14,13,True,8,34.99567997455597
229,9,N-1,1,719,1.2012029886245728,1.1879355907440186,108.75553012152582,100.1,8.655530121525828,14,13,True,10,46.24631506204605
230,"3,7",common_bus_N-2,2,226,0.9088046550750732,1.0196861028671265,108.96159127600288,100.1,8.861591276002883,14,13,True,10,37.169382405281056
231,"13,14",common_bus_N-2,2,49,1.079019546508789,0.9412317872047424,100.0,100.0,0.0,0,,True,2,0.0
232,"14,16",common_bus_N-2,2,1500,0.9992184042930603,0.9177373647689819,102.95544664514918,100.1,2.8554466451491862,8,7,True,5,0.0
233,17,N-1,1,1385,0.7794931530952454,1.095246434211731,-0.0,-0.0,0.0,0,,False,1,0.0
234,4,N-1,1,453,1.132354497909546,1.064616322517395,101.98013266932448,100.1,1.8801326693244818,14,13,True,3,0.0
235,"3,6",common_bus_N-2,2,113,1.1841862201690674,1.0011285543441772,107.80348906929744,100.1,7.703489069297447,1,0,True,10,35.308928322792056
236,"11,12",common_bus_N-2,2,532,0.9120969772338867,0.9682214260101318,103.08865127835381,100.1,2.9886512783538137,14,13,True,5,31.467345714569092
237,"6,8",common_bus_N-2,2,1481,0.9266577363014221,0.9402526617050171,-0.0,-0.0,0.0,0,,False,2,0.0
238,4,N-1,1,1924,0.9090313911437988,1.0738890171051025,-0.0,-0.0,0.0,0,,False,1,0.0
239,"6,9",common_bus_N-2,2,1053,0.9368277788162231,1.0303407907485962,106.9189891343534,100.1,6.8189891343534015,1,0,True,9,38.426915526390076
240,"0,3",common_bus_N-2,2,1015,1.0505986213684082,0.8962685465812683,102.95544664514918,100.1,2.8554466451491862,2,1,True,5,0.0
241,14,N-1,1,515,0.894153892993927,0.9618112444877625,105.9295862233644,100.1,5.829586223364402,8,7,True,6,3.1295386254787445
242,"2,4",common_bus_N-2,2,87,1.1881641149520874,0.970155656337738,105.90133948189455,100.1,5.8013394818945585,4,3,True,8,23.939541268348698
243,"12,18",common_bus_N-2,2,1305,1.0494349002838135,1.0646727085113525,102.08978517897698,100.1,1.9897851789769874,14,13,True,4,29.8039511680603
244,"15,17",common_bus_N-2,2,1680,0.75517737865448,0.9952813386917114,100.0,100.0,0.0,0,,True,2,6.79659640789032
245,9,N-1,1,887,1.0196030139923096,0.7954294085502625,105.93744625547474,100.1,5.837446255474745,14,13,True,7,30.078288912773132
246,"5,6",common_bus_N-2,2,1539,1.0798563957214355,0.9179118871688843,101.98013266932448,100.1,1.8801326693244818,14,13,True,4,0.0
247,"9,11",common_bus_N-2,2,978,1.1608220338821411,0.9055613875389099,107.85052752349858,100.1,7.75052752349859,14,13,True,10,48.75452542304993
248,17,N-1,1,1779,1.0356471538543701,0.979287326335907,-0.0,-0.0,0.0,0,,False,1,0.0
249,17,N-1,1,1102,0.7854756116867065,1.1137937307357788,-0.0,-0.0,0.0,0,,False,1,0.0
250,15,N-1,1,170,1.0826911926269531,0.9559025168418884,107.9899918380869,0.1,107.8899918380869,20,19,True,8,48.07148895263672
251,13,N-1,1,1025,1.0875462293624878,0.9004501104354858,100.0,100.0,0.0,0,,True,1,0.0
252,"12,19",common_bus_N-2,2,1401,0.7647422552108765,1.024780035018921,-0.0,-0.0,0.0,0,,False,2,0.0
253,14,N-1,1,733,1.147512435913086,0.9931004643440247,102.95991087346601,100.1,2.8599108734660206,8,7,True,4,1.326794195175168
254,14,N-1,1,236,0.8562882542610168,1.1923996210098267,-0.0,-0.0,0.0,0,,False,1,0.0
255,8,N-1,1,10,0.9378674626350403,0.9588439464569092,106.8855876885253,100.1,6.785587688525311,14,13,True,7,3.282536119222641
256,8,N-1,1,28,0.9935901761054993,0.9587320685386658,105.9295862233644,100.1,5.829586223364402,14,13,True,6,3.4775656163692474
257,"9,12",common_bus_N-2,2,1954,0.809182345867157,1.0214707851409912,104.99095716382821,100.1,4.890957163828219,14,13,True,7,23.87087920308113
258,19,N-1,1,1649,0.8174833059310913,0.8759620785713196,-0.0,-0.0,0.0,0,,False,1,0.0
259,"10,11",common_bus_N-2,2,606,1.1030454635620117,0.9595404267311096,107.16744097037858,100.1,7.067440970378584,14,13,True,8,84.3829779624939
260,"5,7",common_bus_N-2,2,1940,0.8387740850448608,1.0398204326629639,105.9295862233644,0.1,105.8295862233644,7,6,True,7,2.935709297657013
261,"11,18",common_bus_N-2,2,1396,0.7726818323135376,0.9758315682411194,100.0,100.0,0.0,0,,True,2,4.713359177112579
262,"4,9",common_bus_N-2,2,1222,1.0542614459991455,0.8587989211082458,104.99095716382821,100.1,4.890957163828219,14,13,True,7,31.100712656974792
263,"9,11",common_bus_N-2,2,1440,0.801844596862793,0.9049343466758728,101.98013266932448,100.1,1.8801326693244818,14,13,True,4,0.0
264,"10,12",common_bus_N-2,2,830,0.8391947150230408,1.0389424562454224,-0.0,-0.0,0.0,0,,False,2,0.0
265,4,N-1,1,1400,0.7484931945800781,1.042481541633606,-0.0,-0.0,0.0,0,,False,1,0.0
266,"4,9",common_bus_N-2,2,845,0.8936337828636169,1.081143856048584,103.92105608476768,100.1,3.82105608476769,14,13,True,6,0.0
267,"3,4",common_bus_N-2,2,1168,0.894485592842102,1.1386818885803223,101.98013266932448,100.1,1.8801326693244818,14,13,True,4,0.0
268,19,N-1,1,1864,1.1008180379867554,1.0005638599395752,-0.0,-0.0,0.0,0,,False,1,0.0
269,"2,5",common_bus_N-2,2,353,1.212443470954895,0.9947919845581055,100.0,100.0,0.0,0,,True,2,14.732976508140567
270,"2,3",common_bus_N-2,2,876,0.9593796133995056,1.172001838684082,104.90640117927222,100.1,4.806401179272228,6,5,True,7,7.291285061836242
271,"3,6",common_bus_N-2,2,597,1.0237754583358765,0.9989367723464966,105.83706015508864,100.1,5.737060155088642,3,2,True,8,3.5832141041755676
272,"10,12",common_bus_N-2,2,402,1.2622501850128174,1.0846598148345947,105.17242434529538,100.1,5.0724243452953885,14,13,True,7,96.56213915348053
273,"10,17",common_bus_N-2,2,788,0.9224735498428345,1.1563080549240112,100.0,100.0,0.0,0,,True,2,3.2286574244499207
274,"6,8",common_bus_N-2,2,603,1.0879524946212769,0.9753402471542358,102.95544664514918,100.1,2.8554466451491862,14,13,True,5,0.0
275,"8,14",common_bus_N-2,2,42,1.0425772666931152,0.8506736159324646,105.09674866961971,100.1,4.99674866961972,8,7,True,7,59.32264647483826
276,"15,17",common_bus_N-2,2,95,1.1958285570144653,0.9942011833190918,100.0,100.0,0.0,0,,True,2,10.762457013130188
277,"6,9",common_bus_N-2,2,7,0.9379405975341797,0.9610773324966431,107.02715561909054,100.1,6.9271556190905414,1,0,True,9,64.74907922744751
278,"1,4",common_bus_N-2,2,623,1.142198085784912,1.097733736038208,103.92105608476768,100.1,3.82105608476769,1,0,True,6,0.0
279,5,N-1,1,1320,0.9778122305870056,0.8151426911354065,101.03685473804912,100.1,0.9368547380491208,14,13,True,2,10.595643007755285
280,"4,9",common_bus_N-2,2,835,0.8226444721221924,1.0536706447601318,102.95544664514918,100.1,2.8554466451491862,14,13,True,5,0.0
281,15,N-1,1,1012,1.1280995607376099,1.0143970251083374,-0.0,-0.0,0.0,0,,False,1,0.0
282,"5,8",common_bus_N-2,2,1026,1.0585912466049194,0.9118428826332092,108.06938415029812,0.1,107.96938415029813,16,15,True,9,68.76884909868241
283,1,N-1,1,386,1.257319450378418,0.9911081790924072,104.88021881300703,100.1,4.780218813007039,1,0,True,6,1.029451847076416
284,"11,12",common_bus_N-2,2,497,0.9324433207511902,0.8526604771614075,101.12822125828782,100.1,1.0282212582878287,14,13,True,3,32.16929456591606
285,"15,16",common_bus_N-2,2,276,0.899243175983429,1.0784343481063843,-0.0,-0.0,0.0,0,,False,2,0.0
286,9,N-1,1,1838,1.160161018371582,0.9909546375274658,106.90926665805382,100.1,6.809266658053829,14,13,True,8,44.66619920730591
287,"10,17",common_bus_N-2,2,562,0.9439093470573425,0.9909700155258179,100.0,100.0,0.0,0,,True,2,3.303682714700699
288,"1,9",common_bus_N-2,2,1192,0.9680214524269104,0.817090630531311,106.8745176233048,100.1,6.774517623304803,1,0,True,9,28.556632846593857
289,2,N-1,1,1782,1.021192193031311,0.9766612648963928,104.8770575499286,100.1,4.7770575499286,6,5,True,6,0.0
290,"14,15",common_bus_N-2,2,550,0.8681042790412903,1.0687402486801147,-0.0,-0.0,0.0,0,,False,2,0.0
291,"15,16",common_bus_N-2,2,1849,1.1422721147537231,1.0563631057739258,101.98013266932448,100.1,1.8801326693244818,10,9,True,4,0.0
292,2,N-1,1,912,1.098281979560852,1.0393102169036865,103.92105608476768,100.1,3.82105608476769,6,5,True,5,0.0
293,"5,8",common_bus_N-2,2,29,0.9841079115867615,1.0330835580825806,108.03825438634944,100.1,7.938254386349442,3,2,True,9,55.99574016928673
294,"10,17",common_bus_N-2,2,1307,1.0569387674331665,0.8828651905059814,100.0,100.0,0.0,0,,True,2,3.6992856860160828
295,"10,11",common_bus_N-2,2,616,1.1166614294052124,1.02701997756958,108.1139300620251,100.1,8.01393006202511,14,13,True,9,85.42459934949875
296,"2,3",common_bus_N-2,2,1977,0.8074033856391907,0.960487961769104,102.95544664514918,100.1,2.8554466451491862,6,5,True,5,0.0
297,"11,18",common_bus_N-2,2,576,0.9487335085868835,1.0077062845230103,100.0,100.0,0.0,0,,True,2,5.787274402379989
298,"10,17",common_bus_N-2,2,597,1.0237754583358765,0.9989367723464966,100.0,100.0,0.0,0,,True,2,3.5832141041755676
299,7,N-1,1,708,1.2226585149765015,1.0766873359680176,101.98013266932448,100.1,1.8801326693244818,14,13,True,3,0.0
