candidate_evaluations,critical_paths_found,relay_cascade_paths_found,captured_load_shed_mw,critical_recall,relay_cascade_recall,query_precision
539,460,390,17919.171095614158,0.2465166130760986,0.22595596755504055,0.8534322820037106
540,461,391,17953.171449991474,0.2470525187566988,0.22653534183082272,0.8537037037037037
541,462,392,17987.17180436879,0.24758842443729903,0.22711471610660486,0.8539741219963032
542,463,393,18021.172158746107,0.24812433011789925,0.22769409038238703,0.8542435424354243
543,464,394,18055.172513123423,0.24866023579849947,0.22827346465816917,0.85451197053407
544,465,395,18089.17286750074,0.2491961414790997,0.22885283893395134,0.8547794117647058
545,466,396,18123.173221878056,0.2497320471596999,0.22943221320973348,0.8550458715596331
546,467,397,18157.173576255373,0.2502679528403001,0.23001158748551565,0.8553113553113553
547,468,398,18191.17393063269,0.2508038585209003,0.23059096176129779,0.8555758683729433
548,469,399,18225.174285010005,0.25133976420150056,0.23117033603707995,0.8558394160583942
549,470,400,18259.17463938732,0.25187566988210075,0.23174971031286212,0.8561020036429873
550,471,401,18293.17499376464,0.25241157556270094,0.23232908458864426,0.8563636363636363
551,472,402,18327.175348141955,0.2529474812433012,0.23290845886442643,0.8566243194192378
552,473,403,18361.17570251927,0.2534833869239014,0.23348783314020857,0.8568840579710145
553,474,404,18395.176056896587,0.2540192926045016,0.23406720741599074,0.8571428571428571
554,475,405,18429.176411273904,0.2545551982851018,0.23464658169177288,0.8574007220216606
555,476,406,18463.17676565122,0.25509110396570206,0.23522595596755505,0.8576576576576577
556,477,407,18497.177120028537,0.25562700964630225,0.2358053302433372,0.8579136690647482
557,478,408,18531.177474405853,0.25616291532690244,0.23638470451911936,0.8581687612208259
558,479,409,18565.17782878317,0.2566988210075027,0.2369640787949015,0.8584229390681004
559,480,410,18599.178183160486,0.2572347266881029,0.23754345307068367,0.8586762075134168
560,481,411,18633.178537537802,0.2577706323687031,0.2381228273464658,0.8589285714285714
561,482,412,18667.17889191512,0.2583065380493033,0.23870220162224798,0.8591800356506238
562,483,413,18701.179246292435,0.25884244372990356,0.23928157589803012,0.8594306049822064
563,484,414,18735.17960066975,0.25937834941050375,0.2398609501738123,0.8596802841918295
564,485,415,18769.179955047068,0.25991425509110394,0.24044032444959443,0.8599290780141844
565,486,416,18803.180309424384,0.2604501607717042,0.2410196987253766,0.8601769911504424
566,487,417,18837.1806638017,0.2609860664523044,0.24159907300115874,0.8604240282685512
567,488,418,18871.181018179017,0.2615219721329046,0.2421784472769409,0.8606701940035273
568,489,419,18905.181372556333,0.2620578778135048,0.24275782155272305,0.8609154929577465
569,490,420,18939.18172693365,0.26259378349410506,0.24333719582850522,0.8611599297012302
570,491,421,18973.182081310966,0.26312968917470525,0.24391657010428738,0.8614035087719298
571,492,422,19007.182435688283,0.26366559485530544,0.24449594438006952,0.861646234676007
572,493,423,19041.1827900656,0.2642015005359057,0.2450753186558517,0.8618881118881119
573,494,424,19075.183144442915,0.2647374062165059,0.24565469293163383,0.8621291448516579
574,495,425,19109.18349882023,0.2652733118971061,0.246234067207416,0.8623693379790941
575,496,426,19143.183853197548,0.2658092175777063,0.24681344148319814,0.8626086956521739
576,497,427,19177.184207574865,0.26634512325830656,0.2473928157589803,0.8628472222222222
577,498,428,19211.18456195218,0.26688102893890675,0.24797219003476245,0.8630849220103987
578,499,429,19245.184916329497,0.26741693461950694,0.24855156431054462,0.8633217993079585
579,500,430,19279.185270706814,0.2679528403001072,0.24913093858632676,0.8635578583765112
580,501,431,19313.18562508413,0.2684887459807074,0.24971031286210893,0.8637931034482759
581,502,432,19347.185979461447,0.2690246516613076,0.25028968713789107,0.8640275387263339
582,503,433,19381.186333838763,0.2695605573419078,0.2508690614136732,0.8642611683848798
583,504,434,19415.18668821608,0.27009646302250806,0.2514484356894554,0.8644939965694682
584,505,435,19449.187042593396,0.27063236870310825,0.25202780996523755,0.8647260273972602
585,506,436,19483.187396970712,0.27116827438370844,0.2526071842410197,0.864957264957265
586,507,437,19517.18775134803,0.2717041800643087,0.25318655851680183,0.8651877133105802
587,508,438,19551.188105725345,0.2722400857449089,0.253765932792584,0.8654173764906303
588,509,439,19585.18846010266,0.2727759914255091,0.25434530706836617,0.8656462585034014
589,510,440,19619.188814479978,0.2733118971061093,0.2549246813441483,0.865874363327674
590,511,441,19653.189168857294,0.27384780278670956,0.25550405561993045,0.8661016949152542
591,512,442,19687.18952323461,0.27438370846730975,0.25608342989571264,0.8663282571912013
592,513,443,19721.189877611927,0.27491961414790994,0.2566628041714948,0.8665540540540541
593,514,444,19755.190231989243,0.2754555198285102,0.2572421784472769,0.866779089376054
594,515,445,19789.19058636656,0.2759914255091104,0.2578215527230591,0.867003367003367
595,516,446,19823.190940743876,0.2765273311897106,0.25840092699884126,0.8672268907563025
596,517,447,19857.191295121193,0.2770632368703108,0.2589803012746234,0.8674496644295302
597,518,448,19891.19164949851,0.27759914255091106,0.25955967555040554,0.8676716917922948
598,519,449,19925.192003875825,0.27813504823151125,0.26013904982618774,0.8678929765886287
599,520,450,19959.19235825314,0.27867095391211144,0.2607184241019699,0.8681135225375626
600,521,451,19993.192712630458,0.2792068595927117,0.261297798377752,0.8683333333333333
601,522,452,20027.193067007775,0.2797427652733119,0.26187717265353416,0.8685524126455907
602,523,453,20061.19342138509,0.2802786709539121,0.26245654692931636,0.8687707641196013
603,524,454,20095.193775762407,0.2808145766345123,0.2630359212050985,0.8689883913764511
604,525,455,20129.194130139724,0.28135048231511256,0.26361529548088064,0.8692052980132451
605,526,456,20163.19448451704,0.28188638799571275,0.2641946697566628,0.8694214876033057
606,527,457,20197.194838894357,0.282422293676313,0.264774044032445,0.8696369636963697
607,528,458,20231.195193271673,0.2829581993569132,0.2653534183082271,0.8698517298187809
608,529,459,20265.19554764899,0.2834941050375134,0.26593279258400926,0.8700657894736842
609,530,460,20299.195902026306,0.2840300107181136,0.2665121668597914,0.8702791461412152
610,531,461,20333.196256403622,0.2845659163987138,0.2670915411355736,0.8704918032786885
611,532,462,20367.19661078094,0.28510182207931406,0.26767091541135574,0.8707037643207856
612,533,463,20401.196965158255,0.28563772775991425,0.2682502896871379,0.8709150326797386
613,534,464,20435.19731953557,0.2861736334405145,0.2688296639629201,0.8711256117455138
614,535,465,20469.197673912888,0.2867095391211147,0.2694090382387022,0.8713355048859935
615,536,466,20503.198028290204,0.2872454448017149,0.26998841251448435,0.8715447154471545
616,537,467,20537.19838266752,0.2877813504823151,0.2705677867902665,0.8717532467532467
617,538,468,20571.198737044837,0.2883172561629153,0.2711471610660487,0.8719611021069692
618,539,469,20605.199091422153,0.28885316184351556,0.27172653534183083,0.872168284789644
619,540,470,20639.19944579947,0.28938906752411575,0.272305909617613,0.8723747980613893
620,541,471,20673.199800176786,0.289924973204716,0.2728852838933951,0.8725806451612903
621,542,472,20707.200154554102,0.2904608788853162,0.2734646581691773,0.8727858293075684
622,543,473,20741.20050893142,0.2909967845659164,0.27404403244495945,0.8729903536977492
623,544,474,20775.200863308735,0.2915326902465166,0.2746234067207416,0.8731942215088283
624,545,475,20809.20121768605,0.2920685959271168,0.27520278099652373,0.8733974358974359
625,546,476,20843.201572063368,0.29260450160771706,0.27578215527230593,0.8736
626,547,477,20877.201926440684,0.29314040728831725,0.27636152954808807,0.8738019169329073
627,548,478,20911.202280818,0.2936763129689175,0.2769409038238702,0.8740031897926634
628,549,479,20945.202635195317,0.2942122186495177,0.27752027809965235,0.8742038216560509
629,550,480,20979.202989572634,0.2947481243301179,0.27809965237543455,0.8744038155802861
630,551,481,21013.20334394995,0.2952840300107181,0.2786790266512167,0.8746031746031746
631,552,482,21047.203698327266,0.2958199356913183,0.27925840092699883,0.8748019017432647
632,553,483,21081.204052704583,0.29635584137191856,0.27983777520278097,0.875
633,554,484,21115.2044070819,0.29689174705251875,0.28041714947856317,0.8751974723538705
634,555,485,21149.204761459216,0.297427652733119,0.2809965237543453,0.8753943217665615
635,556,486,21183.205115836532,0.2979635584137192,0.28157589803012745,0.8755905511811024
636,557,487,21217.20547021385,0.2984994640943194,0.28215527230590964,0.8757861635220126
637,558,488,21251.205824591165,0.2990353697749196,0.2827346465816918,0.8759811616954474
638,559,489,21285.20617896848,0.2995712754555198,0.2833140208574739,0.8761755485893417
639,560,490,21319.206533345798,0.30010718113612006,0.28389339513325607,0.8763693270735524
640,561,491,21353.206887723114,0.30064308681672025,0.28447276940903826,0.8765625
641,562,492,21387.20724210043,0.3011789924973205,0.2850521436848204,0.8767550702028081
642,563,493,21421.207596477747,0.3017148981779207,0.28563151796060254,0.8769470404984424
643,564,494,21455.207950855063,0.3022508038585209,0.2862108922363847,0.8771384136858476
644,565,495,21476.189192963986,0.3027867095391211,0.2867902665121669,0.8773291925465838
645,566,495,21497.17043507291,0.3033226152197213,0.2867902665121669,0.8775193798449612
646,567,496,21518.15167718183,0.30385852090032156,0.287369640787949,0.8777089783281734
647,568,496,21539.132919290754,0.30439442658092175,0.287369640787949,0.8778979907264297
648,569,496,21560.114161399677,0.304930332261522,0.287369640787949,0.8780864197530864
649,570,496,21581.0954035086,0.3054662379421222,0.287369640787949,0.8782742681047766
650,571,497,21602.076645617522,0.3060021436227224,0.28794901506373116,0.8784615384615385
651,572,497,21623.057887726445,0.3065380493033226,0.28794901506373116,0.8786482334869432
652,573,497,21644.039129835368,0.3070739549839228,0.28794901506373116,0.8788343558282209
653,574,497,21665.02037194429,0.30760986066452306,0.28794901506373116,0.8790199081163859
654,575,497,21686.001614053213,0.30814576634512325,0.28794901506373116,0.8792048929663608
655,576,498,21706.982856162136,0.3086816720257235,0.2885283893395133,0.8793893129770992
656,577,499,21727.96409827106,0.3092175777063237,0.2891077636152955,0.8795731707317073
657,578,500,21748.94534037998,0.3097534833869239,0.28968713789107764,0.8797564687975646
658,579,501,21769.926582488904,0.3102893890675241,0.2902665121668598,0.8799392097264438
659,580,502,21790.907824597827,0.3108252947481243,0.2908458864426419,0.8801213960546282
660,581,503,21811.88906670675,0.31136120042872456,0.2914252607184241,0.8803030303030303
661,582,504,21832.870308815673,0.31189710610932475,0.29200463499420626,0.8804841149773072
662,583,505,21853.851550924595,0.312433011789925,0.2925840092699884,0.8806646525679759
663,584,506,21874.832793033518,0.3129689174705252,0.2931633835457706,0.8808446455505279
664,585,507,21895.81403514244,0.3135048231511254,0.29374275782155274,0.8810240963855421
665,586,508,21916.795277251364,0.3140407288317256,0.2943221320973349,0.881203007518797
666,587,509,21937.776519360286,0.3145766345123258,0.294901506373117,0.8813813813813813
667,588,510,21958.75776146921,0.31511254019292606,0.2954808806488992,0.881559220389805
668,589,511,21979.73900357813,0.31564844587352625,0.29606025492468135,0.8817365269461078
669,590,512,22000.720245687055,0.3161843515541265,0.2966396292004635,0.8819133034379671
670,591,513,22021.701487795977,0.3167202572347267,0.29721900347624564,0.8820895522388059
671,592,514,22042.6827299049,0.3172561629153269,0.29779837775202783,0.8822652757078987
672,593,515,22063.663972013823,0.3177920685959271,0.29837775202781,0.8824404761904762
673,594,516,22084.645214122746,0.3183279742765273,0.2989571263035921,0.8826151560178306
674,595,517,22105.62645623167,0.31886387995712756,0.29953650057937425,0.8827893175074184
675,596,518,22126.60769834059,0.31939978563772775,0.30011587485515645,0.882962962962963
676,597,519,22147.588940449514,0.319935691318328,0.3006952491309386,0.8831360946745562
677,598,520,22168.570182558436,0.3204715969989282,0.30127462340672073,0.8833087149187593
678,599,521,22189.55142466736,0.3210075026795284,0.3018539976825029,0.883480825958702
679,600,522,22210.532666776282,0.3215434083601286,0.30243337195828507,0.8836524300441826
680,601,523,22231.513908885205,0.3220793140407288,0.3030127462340672,0.8838235294117647
681,602,524,22252.495150994127,0.32261521972132906,0.30359212050984935,0.8839941262848752
682,603,525,22273.47639310305,0.32315112540192925,0.3041714947856315,0.8841642228739003
683,604,526,22294.457635211973,0.3236870310825295,0.3047508690614137,0.8843338213762811
684,605,527,22315.438877320896,0.3242229367631297,0.30533024333719583,0.8845029239766082
685,606,528,22336.42011942982,0.3247588424437299,0.30590961761297797,0.8846715328467153
686,607,529,22357.40136153874,0.3252947481243301,0.30648899188876016,0.8848396501457726
687,608,530,22378.382603647664,0.3258306538049303,0.3070683661645423,0.8850072780203785
688,609,531,22399.363845756587,0.32636655948553056,0.30764774044032445,0.8851744186046512
689,610,532,22420.34508786551,0.32690246516613075,0.3082271147161066,0.8853410740203193
690,611,533,22441.326329974432,0.327438370846731,0.3088064889918888,0.8855072463768116
691,612,534,22462.307572083355,0.3279742765273312,0.3093858632676709,0.8856729377713459
692,613,535,22483.288814192278,0.3285101822079314,0.30996523754345306,0.8858381502890174
693,614,536,22504.2700563012,0.3290460878885316,0.3105446118192352,0.886002886002886
694,615,537,22525.251298410123,0.3295819935691318,0.3111239860950174,0.8861671469740634
695,616,538,22546.232540519046,0.33011789924973206,0.31170336037079954,0.8863309352517985
696,617,539,22567.21378262797,0.33065380493033225,0.3122827346465817,0.8864942528735632
697,618,540,22588.19502473689,0.3311897106109325,0.3128621089223638,0.8866571018651362
698,619,541,22609.176266845814,0.3317256162915327,0.313441483198146,0.8868194842406877
699,620,542,22630.157508954737,0.3322615219721329,0.31402085747392816,0.8869814020028612
700,621,543,22651.13875106366,0.3327974276527331,0.3146002317497103,0.8871428571428571
701,622,544,22672.119993172582,0.3333333333333333,0.31517960602549244,0.8873038516405135
702,623,545,22693.101235281505,0.33386923901393356,0.31575898030127464,0.8874643874643875
703,624,546,22714.082477390428,0.33440514469453375,0.3163383545770568,0.887624466571835
704,625,547,22735.06371949935,0.334941050375134,0.3169177288528389,0.8877840909090909
705,626,548,22756.044961608273,0.3354769560557342,0.3174971031286211,0.8879432624113475
706,627,549,22777.026203717196,0.3360128617363344,0.31807647740440326,0.8881019830028328
707,628,550,22798.00744582612,0.3365487674169346,0.3186558516801854,0.8882602545968883
708,629,551,22818.98868793504,0.3370846730975348,0.31923522595596754,0.8884180790960452
709,630,552,22839.969930043964,0.33762057877813506,0.31981460023174973,0.8885754583921015
710,631,553,22860.951172152887,0.33815648445873525,0.3203939745075319,0.8887323943661972
711,632,554,22881.93241426181,0.3386923901393355,0.320973348783314,0.8888888888888888
712,633,555,22902.913656370732,0.3392282958199357,0.32155272305909616,0.8890449438202247
713,634,556,22923.894898479655,0.3397642015005359,0.32213209733487835,0.8892005610098177
714,635,557,22944.876140588578,0.3403001071811361,0.3227114716106605,0.8893557422969187
715,636,558,22965.8573826975,0.3408360128617363,0.32329084588644263,0.8895104895104895
716,637,559,22986.838624806423,0.34137191854233656,0.3238702201622248,0.8896648044692738
717,638,560,23007.819866915346,0.34190782422293675,0.32444959443800697,0.8898186889818689
718,639,561,23028.80110902427,0.342443729903537,0.3250289687137891,0.8899721448467967
719,640,562,23049.78235113319,0.3429796355841372,0.32560834298957125,0.8901251738525731
720,641,563,23070.763593242114,0.3435155412647374,0.3261877172653534,0.8902777777777777
721,642,564,23091.744835351037,0.3440514469453376,0.3267670915411356,0.8904299583911235
722,643,565,23112.72607745996,0.3445873526259378,0.32734646581691773,0.8905817174515236
723,644,566,23133.707319568883,0.34512325830653806,0.32792584009269987,0.8907330567081605
724,645,567,23154.688561677805,0.34565916398713825,0.328505214368482,0.8908839779005525
725,646,568,23175.669803786728,0.3461950696677385,0.3290845886442642,0.8910344827586207
726,647,569,23196.65104589565,0.3467309753483387,0.32966396292004635,0.8911845730027548
727,648,570,23217.632288004574,0.34726688102893893,0.3302433371958285,0.8913342503438789
728,649,571,23238.613530113496,0.3478027867095391,0.3308227114716107,0.8914835164835165
729,650,572,23259.59477222242,0.3483386923901393,0.3314020857473928,0.8916323731138546
730,651,573,23280.576014331342,0.34887459807073956,0.33198146002317497,0.8917808219178082
731,652,574,23301.557256440265,0.34941050375133975,0.3325608342989571,0.8919288645690835
732,653,575,23322.538498549187,0.34994640943194,0.3331402085747393,0.8920765027322405
733,654,576,23343.51974065811,0.3504823151125402,0.33371958285052145,0.8922237380627558
734,655,577,23364.500982767033,0.35101822079314043,0.3342989571263036,0.8923705722070845
735,656,578,23385.482224875956,0.3515541264737406,0.3348783314020857,0.8925170068027211
736,657,579,23406.46346698488,0.3520900321543408,0.3354577056778679,0.8926630434782609
737,658,580,23427.4447090938,0.35262593783494106,0.33603707995365006,0.89280868385346
738,659,581,23448.425951202724,0.35316184351554125,0.3366164542294322,0.8929539295392954
739,660,582,23469.407193311647,0.3536977491961415,0.33719582850521435,0.8930987821380244
740,661,583,23490.38843542057,0.3542336548767417,0.33777520278099654,0.8932432432432432
741,662,584,23511.369677529492,0.35476956055734193,0.3383545770567787,0.893387314439946
742,663,585,23532.350919638415,0.3553054662379421,0.3389339513325608,0.8935309973045822
743,664,586,23553.332161747338,0.3558413719185423,0.33951332560834296,0.8936742934051144
744,665,587,23574.31340385626,0.35637727759914256,0.34009269988412516,0.8938172043010753
745,666,588,23595.294645965183,0.35691318327974275,0.3406720741599073,0.8939597315436242
746,667,589,23616.275888074106,0.357449088960343,0.34125144843568944,0.8941018766756033
747,668,590,23637.25713018303,0.3579849946409432,0.34183082271147164,0.8942436412315931
748,669,591,23658.23837229195,0.35852090032154343,0.3424101969872538,0.8943850267379679
749,670,592,23679.219614400874,0.3590568060021436,0.3429895712630359,0.8945260347129506
750,671,593,23700.200856509797,0.3595927116827438,0.34356894553881806,0.8946666666666667
751,672,594,23721.18209861872,0.36012861736334406,0.34414831981460026,0.8948069241011984
752,673,595,23742.163340727642,0.36066452304394425,0.3447276940903824,0.8949468085106383
753,674,596,23763.144582836565,0.3612004287245445,0.34530706836616454,0.8950863213811421
754,675,597,23784.125824945488,0.3617363344051447,0.3458864426419467,0.8952254641909815
755,676,598,23805.10706705441,0.36227224008574493,0.3464658169177289,0.895364238410596
756,677,599,23826.088309163333,0.3628081457663451,0.347045191193511,0.8955026455026455
757,678,600,23847.069551272256,0.3633440514469453,0.34762456546929316,0.8956406869220608
758,679,601,23868.05079338118,0.36387995712754556,0.3482039397450753,0.895778364116095
759,680,602,23889.0320354901,0.36441586280814575,0.3487833140208575,0.8959156785243741
760,681,603,23910.013277599024,0.364951768488746,0.34936268829663963,0.8960526315789473
761,682,604,23930.994519707947,0.3654876741693462,0.3499420625724218,0.8961892247043364
762,683,605,23951.97576181687,0.36602357984994643,0.3505214368482039,0.8963254593175853
763,684,606,23972.957003925792,0.3665594855305466,0.3511008111239861,0.8964613368283093
764,685,607,23993.938246034715,0.3670953912111468,0.35168018539976825,0.8965968586387435
765,686,608,24014.919488143638,0.36763129689174706,0.3522595596755504,0.8967320261437909
766,687,609,24035.90073025256,0.36816720257234725,0.35283893395133253,0.8968668407310705
767,688,610,24056.881972361483,0.3687031082529475,0.35341830822711473,0.8970013037809648
768,689,611,24077.863214470406,0.3692390139335477,0.35399768250289687,0.8971354166666666
769,690,612,24098.84445657933,0.36977491961414793,0.354577056778679,0.8972691807542262
770,691,613,24119.82569868825,0.3703108252947481,0.3551564310544612,0.8974025974025974
771,692,614,24140.806940797174,0.3708467309753483,0.35573580533024335,0.8975356679636836
772,693,615,24161.788182906097,0.37138263665594856,0.3563151796060255,0.8976683937823834
773,694,616,24182.76942501502,0.37191854233654875,0.35689455388180763,0.8978007761966365
774,695,617,24203.750667123943,0.372454448017149,0.3574739281575898,0.8979328165374677
775,696,618,24224.731909232865,0.3729903536977492,0.35805330243337197,0.8980645161290323
776,697,619,24245.713151341788,0.37352625937834943,0.3586326767091541,0.8981958762886598
777,698,620,24266.69439345071,0.3740621650589496,0.35921205098493625,0.8983268983268984
778,699,621,24287.675635559634,0.3745980707395498,0.35979142526071844,0.8984575835475579
779,700,622,24308.656877668556,0.37513397642015006,0.3603707995365006,0.8985879332477535
780,701,623,24329.63811977748,0.37566988210075025,0.3609501738122827,0.8987179487179487
781,702,624,24350.6193618864,0.3762057877813505,0.36152954808806487,0.8988476312419974
782,703,625,24371.600603995324,0.3767416934619507,0.36210892236384706,0.8989769820971867
783,704,626,24392.581846104247,0.37727759914255093,0.3626882966396292,0.8991060025542784
784,705,627,24413.56308821317,0.3778135048231511,0.36326767091541134,0.8992346938775511
785,706,628,24434.544330322093,0.3783494105037513,0.3638470451911935,0.8993630573248408
786,707,629,24455.525572431015,0.37888531618435156,0.3644264194669757,0.8994910941475827
787,708,630,24476.50681453994,0.37942122186495175,0.3650057937427578,0.8996188055908514
788,709,631,24497.48805664886,0.379957127545552,0.36558516801853996,0.899746192893401
789,710,632,24518.469298757784,0.3804930332261522,0.36616454229432216,0.899873257287706
790,711,633,24539.450540866706,0.38102893890675243,0.3667439165701043,0.9
791,712,634,24560.43178297563,0.3815648445873526,0.36732329084588644,0.900126422250316
792,713,635,24581.413025084552,0.3821007502679528,0.3679026651216686,0.9002525252525253
793,714,636,24602.394267193475,0.38263665594855306,0.3684820393974508,0.9003783102143758
794,715,637,24623.375509302397,0.38317256162915325,0.3690614136732329,0.9005037783375315
795,716,638,24644.35675141132,0.3837084673097535,0.36964078794901506,0.9006289308176101
796,717,639,24665.337993520243,0.3842443729903537,0.3702201622247972,0.9007537688442211
797,718,640,24686.319235629166,0.38478027867095393,0.3707995365005794,0.9008782936010038
798,719,641,24707.30047773809,0.3853161843515541,0.37137891077636154,0.9010025062656641
799,720,642,24728.28171984701,0.3858520900321543,0.3719582850521437,0.9011264080100125
800,721,643,24749.262961955934,0.38638799571275456,0.3725376593279258,0.90125
801,722,644,24770.244204064857,0.38692390139335475,0.373117033603708,0.9013732833957553
802,723,645,24791.22544617378,0.387459807073955,0.37369640787949016,0.9014962593516209
803,724,646,24812.206688282702,0.3879957127545552,0.3742757821552723,0.9016189290161893
804,725,647,24833.187930391625,0.38853161843515543,0.37485515643105444,0.9017412935323383
805,726,648,24854.169172500548,0.3890675241157556,0.37543453070683663,0.901863354037267
806,727,649,24875.15041460947,0.3896034297963558,0.3760139049826188,0.901985111662531
807,728,650,24896.131656718393,0.39013933547695606,0.3765932792584009,0.9021065675340768
808,729,651,24917.112898827316,0.39067524115755625,0.37717265353418306,0.9022277227722773
809,730,652,24938.09414093624,0.3912111468381565,0.37775202780996525,0.9023485784919654
810,731,653,24959.07538304516,0.3917470525187567,0.3783314020857474,0.9024691358024691
811,732,654,24980.056625154084,0.39228295819935693,0.37891077636152953,0.9025893958076449
812,733,655,25001.037867263007,0.3928188638799571,0.37949015063731173,0.9027093596059114
813,734,656,25022.01910937193,0.3933547695605573,0.38006952491309387,0.9028290282902829
814,735,657,25043.000351480852,0.39389067524115756,0.380648899188876,0.902948402948403
815,736,657,25060.31999054466,0.39442658092175775,0.380648899188876,0.9030674846625767
816,737,657,25077.639629608468,0.394962486602358,0.380648899188876,0.9031862745098039
817,738,658,25094.959268672275,0.3954983922829582,0.38122827346465815,0.9033047735618115
818,739,658,25112.278907736083,0.39603429796355843,0.38122827346465815,0.9034229828850856
819,740,658,25129.59854679989,0.3965702036441586,0.38122827346465815,0.9035409035409036
820,741,658,25146.9181858637,0.3971061093247588,0.38122827346465815,0.9036585365853659
821,742,658,25164.237824927506,0.39764201500535906,0.38122827346465815,0.9037758830694276
822,743,658,25181.557463991314,0.39817792068595925,0.38122827346465815,0.9038929440389294
823,744,658,25198.87710305512,0.3987138263665595,0.38122827346465815,0.9040097205346294
824,745,658,25216.19674211893,0.3992497320471597,0.38122827346465815,0.904126213592233
825,746,658,25233.516381182737,0.39978563772775993,0.38122827346465815,0.9042424242424243
826,747,659,25250.836020246545,0.4003215434083601,0.38180764774044035,0.9043583535108959
827,748,660,25268.155659310352,0.4008574490889603,0.3823870220162225,0.9044740024183797
828,749,661,25285.47529837416,0.40139335476956056,0.38296639629200463,0.9045893719806763
829,750,662,25302.794937437968,0.40192926045016075,0.38354577056778677,0.9047044632086851
830,751,663,25320.114576501775,0.402465166130761,0.38412514484356897,0.9048192771084337
831,752,664,25337.434215565583,0.4030010718113612,0.3847045191193511,0.9049338146811071
832,753,665,25354.75385462939,0.40353697749196143,0.38528389339513325,0.9050480769230769
833,754,666,25372.0734936932,0.4040728831725616,0.3858632676709154,0.9051620648259304
834,755,667,25389.393132757006,0.4046087888531618,0.3864426419466976,0.9052757793764988
835,756,668,25406.712771820814,0.40514469453376206,0.3870220162224797,0.9053892215568863
836,757,669,25424.03241088462,0.40568060021436225,0.38760139049826187,0.9055023923444976
837,758,670,25441.35204994843,0.4062165058949625,0.388180764774044,0.9056152927120669
838,759,671,25458.671689012237,0.4067524115755627,0.3887601390498262,0.905727923627685
839,760,672,25475.991328076045,0.40728831725616294,0.38933951332560834,0.9058402860548271
840,761,673,25493.310967139852,0.4078242229367631,0.3899188876013905,0.905952380952381
841,762,674,25510.63060620366,0.40836012861736337,0.3904982618771727,0.906064209274673
842,763,675,25527.950245267468,0.40889603429796356,0.3910776361529548,0.9061757719714965
843,764,676,25545.269884331276,0.40943193997856375,0.39165701042873696,0.9062870699881376
844,765,677,25562.589523395083,0.409967845659164,0.3922363847045191,0.9063981042654028
845,766,678,25579.90916245889,0.4105037513397642,0.3928157589803013,0.906508875739645
846,767,679,25597.2288015227,0.41103965702036444,0.39339513325608344,0.9066193853427896
847,768,680,25614.548440586506,0.4115755627009646,0.3939745075318656,0.9067296340023613
848,769,681,25631.868079650314,0.41211146838156487,0.3945538818076477,0.9068396226415094
849,770,682,25649.18771871412,0.41264737406216506,0.3951332560834299,0.9069493521790342
850,771,683,25666.50735777793,0.41318327974276525,0.39571263035921206,0.9070588235294118
851,772,684,25683.826996841737,0.4137191854233655,0.3962920046349942,0.9071680376028202
852,773,685,25701.146635905545,0.4142550911039657,0.39687137891077634,0.9072769953051644
853,774,686,25718.466274969353,0.41479099678456594,0.39745075318655854,0.9073856975381008
854,775,687,25735.78591403316,0.4153269024651661,0.3980301274623407,0.9074941451990632
855,776,688,25753.105553096968,0.41586280814576637,0.3986095017381228,0.9076023391812865
856,777,689,25770.425192160776,0.41639871382636656,0.39918887601390496,0.9077102803738317
857,778,690,25787.744831224583,0.41693461950696675,0.39976825028968715,0.9078179696616102
858,779,691,25805.06447028839,0.417470525187567,0.4003476245654693,0.9079254079254079
859,780,692,25822.3841093522,0.4180064308681672,0.40092699884125144,0.9080325960419092
860,781,693,25839.703748416006,0.41854233654876744,0.4015063731170336,0.9081395348837209
861,782,694,25857.023387479814,0.4190782422293676,0.4020857473928158,0.908246225319396
862,783,695,25874.34302654362,0.41961414790996787,0.4026651216685979,0.9083526682134571
863,784,696,25891.66266560743,0.42015005359056806,0.40324449594438005,0.9084588644264194
864,785,697,25908.982304671237,0.42068595927116825,0.40382387022016225,0.9085648148148148
865,786,698,25926.301943735045,0.4212218649517685,0.4044032444959444,0.9086705202312139
866,787,699,25943.621582798853,0.4217577706323687,0.40498261877172653,0.9087759815242494
867,788,700,25960.94122186266,0.42229367631296894,0.4055619930475087,0.908881199538639
868,789,701,25978.260860926468,0.4228295819935691,0.40614136732329087,0.9089861751152074
869,790,702,25995.580499990276,0.42336548767416937,0.406720741599073,0.9090909090909091
870,791,703,26012.900139054083,0.42390139335476956,0.40730011587485515,0.9091954022988505
871,792,704,26030.21977811789,0.42443729903536975,0.4078794901506373,0.9092996555683123
872,793,705,26047.5394171817,0.42497320471597,0.4084588644264195,0.9094036697247706
873,794,706,26064.859056245507,0.4255091103965702,0.40903823870220163,0.9095074455899198
874,795,707,26082.178695309314,0.42604501607717044,0.40961761297798377,0.9096109839816934
875,796,708,26099.498334373122,0.4265809217577706,0.4101969872537659,0.9097142857142857
876,797,709,26116.81797343693,0.42711682743837087,0.4107763615295481,0.9098173515981736
877,798,710,26134.137612500737,0.42765273311897106,0.41135573580533025,0.9099201824401368
878,799,711,26151.457251564545,0.42818863879957125,0.4119351100811124,0.9100227790432802
879,800,712,26168.776890628353,0.4287245444801715,0.41251448435689453,0.9101251422070534
880,801,713,26186.09652969216,0.4292604501607717,0.4130938586326767,0.9102272727272728
