method,alpha,epsilon,budget_type,budget_label,K,search_budget_ratio,critical_hit_count,relay_cascade_hit_count,recall_critical,recall_relay_cascade,precision_at_k,captured_total_load_shed_mw,captured_total_load_shed_ratio,captured_relay_cascade_load_shed_mw,captured_relay_cascade_load_shed_ratio,mean_p_first_topk,median_p_first_topk,mean_p_second_topk,median_p_second_topk,num_low_p_first_high_p_second_hits,critical_hit_count_std,relay_cascade_hit_count_std,recall_critical_std,recall_relay_cascade_std,precision_at_k_std,captured_total_load_shed_mw_std,captured_total_load_shed_ratio_std,captured_relay_cascade_load_shed_mw_std,captured_relay_cascade_load_shed_ratio_std,mean_p_first_topk_std,median_p_first_topk_std,mean_p_second_topk_std,median_p_second_topk_std,num_low_p_first_high_p_second_hits_std
alpha_path_prob_a01_eps0,0.1,0.0,fixed,5000,5000,0.15356265356265356,1708.0,1621.0,0.9737742303306728,0.9866098600121729,0.3416,57305.213341616334,0.9807786585614574,54907.78288960525,0.989818631869013,0.1259882205151006,0.036538277,0.677752044531703,0.7344274520874023,743.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps0,0.1,0.0,fixed,10000,10000,0.3071253071253071,1735.0,1638.0,0.9891676168757126,0.996956786366403,0.1735,57943.70694414486,0.9917064758135263,55397.384215625425,0.9986446395709974,0.1260260556410394,0.036538277,0.3979598862353712,0.24626083672046656,743.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em2,0.1,0.01,fixed,100,100,0.003071253071253071,64.0,61.0,0.036488027366020526,0.03712720632988436,0.64,2631.6162606947246,0.045040109189128305,2437.3830158522774,0.04393852738403684,0.7530954222000001,0.6986891,0.9846469336748123,0.992580771446228,0.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em2,0.1,0.01,percent,0.5%,163,0.005006142506142506,103.0,98.0,0.05872291904218928,0.05964698721850274,0.6319018404907976,4101.62063000269,0.07019923223112066,3841.9910212560935,0.06925929433280162,0.6482689976687116,0.67878693,0.9765068800902805,0.989379346370697,0.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em2,0.1,0.01,percent,1%,326,0.010012285012285013,198.0,191.0,0.11288483466362599,0.1162507608034084,0.6073619631901841,7762.867293412033,0.13286146454486822,7450.0744312012475,0.1343019530699348,0.4642200061809816,0.32952484,0.9702990561540873,0.9901489913463593,0.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em2,0.1,0.01,fixed,500,500,0.015356265356265357,300.0,290.0,0.17103762827822122,0.17650639074863056,0.6,11458.74053610958,0.19611633072217727,11001.558863405795,0.19832430612790722,0.366008488264,0.20191686,0.9661071118116379,0.9887183010578156,0.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em2,0.1,0.01,percent,2%,651,0.019993857493857493,387.0,375.0,0.22063854047890535,0.2282410225197809,0.5944700460829493,14903.76292976602,0.25507788491485284,14405.02853726829,0.25967840783992535,0.3152803508387097,0.1703118,0.961543109559793,0.9848670363426208,27.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em2,0.1,0.01,fixed,1000,1000,0.030712530712530713,591.0,566.0,0.3369441277080958,0.3444917833231893,0.591,22138.05523108568,0.3788927890952558,21056.90887588779,0.37959137371885193,0.24467731568099998,0.10798508,0.9539544165730477,0.9809449911117554,171.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em2,0.1,0.01,percent,5%,1628,0.05,939.0,902.0,0.5353477765108324,0.548995739500913,0.5767813267813268,34760.92734067904,0.5949332303206792,33324.84829945868,0.6007446306351806,0.17685709553480958,0.067005195,0.9450685560556829,0.9768081307411194,477.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em2,0.1,0.01,fixed,2000,2000,0.06142506142506143,1110.0,1070.0,0.6328392246294184,0.6512477175897748,0.555,39862.15439340751,0.6822407252944224,38362.874170976866,0.6915647587305526,0.15490518177841148,0.04871154,0.9333899354040622,0.9661130011081696,622.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em2,0.1,0.01,percent,10%,3256,0.1,1444.0,1371.0,0.8232611174458381,0.8344491783323189,0.44348894348894347,49193.165337403196,0.8419409665642378,47037.298206622225,0.8479379735893086,0.1331629140717024,0.039674986,0.839523407802242,0.8832069933414459,743.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em2,0.1,0.01,fixed,5000,5000,0.15356265356265356,1710.0,1623.0,0.9749144811858609,0.9878271454656117,0.342,57372.97648532892,0.9819384246859488,54975.54603331785,0.9910401931608903,0.12327212391648,0.033637274,0.679122631263733,0.7344274520874023,743.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em2,0.1,0.01,fixed,10000,10000,0.3071253071253071,1735.0,1638.0,0.9891676168757126,0.996956786366403,0.1735,57943.706944144855,0.9917064758135266,55397.384215625425,0.9986446395709974,0.1230638412634252,0.03459717,0.39829027262292804,0.24626083672046656,743.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em3,0.1,0.001,fixed,100,100,0.003071253071253071,64.0,61.0,0.036488027366020526,0.03712720632988436,0.64,2597.8427558367753,0.044462075693431614,2403.609510994328,0.043329694854063294,0.7537871186000001,0.6986891,0.9845230919122696,0.992580771446228,0.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em3,0.1,0.001,percent,0.5%,163,0.005006142506142506,102.0,97.0,0.05815279361459521,0.05903834449178332,0.6257668711656442,4020.261403605391,0.06880676916756215,3760.6317948587953,0.06779263744147518,0.6495420121472393,0.67878693,0.976139805799613,0.9891324639320374,0.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em3,0.1,0.001,percent,1%,326,0.010012285012285013,198.0,191.0,0.11288483466362599,0.1162507608034084,0.6073619631901841,7715.2343876212935,0.13204622741859964,7402.441525410509,0.13344327812149392,0.46589240598159504,0.32952484,0.9696696651128173,0.9895508885383606,0.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em3,0.1,0.001,fixed,500,500,0.015356265356265357,299.0,289.0,0.17046750285062715,0.17589774802191113,0.598,11429.437272620438,0.1956148054022203,10972.255599916652,0.19779605831585412,0.36963828910400004,0.20191686,0.9646336660385132,0.9873344302177429,0.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em3,0.1,0.001,percent,2%,651,0.019993857493857493,386.0,374.0,0.22006841505131128,0.22763237979306147,0.5929339477726574,14802.511738656212,0.2533449708987678,14303.77734615848,0.25785315993907826,0.3228011552672811,0.17972817,0.9585226628637533,0.9823947548866272,23.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em3,0.1,0.001,fixed,1000,1000,0.030712530712530713,584.0,559.0,0.3329532497149373,0.3402312842361534,0.584,21725.093228663223,0.37182494491224466,20681.713448624563,0.37282775288127656,0.251057004343,0.11417961,0.9491131396889687,0.9784643352031708,151.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em3,0.1,0.001,percent,5%,1628,0.05,896.0,857.0,0.5108323831242874,0.5216068167985393,0.5503685503685504,32412.671204476224,0.554742829327073,30934.167341942557,0.5576479978798287,0.18756441560036857,0.073218614,0.9297424960121768,0.9650614559650421,410.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em3,0.1,0.001,fixed,2000,2000,0.06142506142506143,1048.0,1002.0,0.5974914481185861,0.6098600121728546,0.524,37467.42044105975,0.6412548565324692,35846.96614290468,0.6462106666292282,0.16339037363105002,0.06088138,0.9175005387067795,0.9538276791572571,541.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em3,0.1,0.001,percent,10%,3256,0.1,1446.0,1373.0,0.8244013683010262,0.8356664637857577,0.4441031941031941,49238.465480370585,0.8427162784575437,47082.59834958962,0.8487545959910109,0.13502546923062625,0.040180307,0.8375130495472973,0.8832069933414459,743.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em3,0.1,0.001,fixed,5000,5000,0.15356265356265356,1710.0,1623.0,0.9749144811858609,0.9878271454656117,0.342,57372.97648532894,0.9819384246859488,54975.54603331785,0.9910401931608903,0.12554322907050922,0.03459717,0.6784591907024383,0.7344274520874023,743.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em3,0.1,0.001,fixed,10000,10000,0.3071253071253071,1735.0,1638.0,0.9891676168757126,0.996956786366403,0.1735,57943.70694414487,0.9917064758135266,55397.38421562543,0.9986446395709975,0.1253678714375031,0.036538277,0.39811042508557437,0.24626083672046656,743.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em4,0.1,0.0001,fixed,100,100,0.003071253071253071,64.0,61.0,0.036488027366020526,0.03712720632988436,0.64,2597.8427558367753,0.044462075693431614,2403.609510994328,0.043329694854063294,0.7537871185999999,0.6986891,0.9845230919122696,0.992580771446228,0.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em4,0.1,0.0001,percent,0.5%,163,0.005006142506142506,102.0,97.0,0.05815279361459521,0.05903834449178332,0.6257668711656442,4020.261403605391,0.06880676916756215,3760.6317948587953,0.06779263744147519,0.6495420121472393,0.67878693,0.976139805799613,0.9891324639320374,0.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em4,0.1,0.0001,percent,1%,326,0.010012285012285013,198.0,191.0,0.11288483466362599,0.1162507608034084,0.6073619631901841,7720.132192108942,0.13213005333661265,7407.339329898157,0.13353157048884146,0.46604746277607356,0.32952484,0.9695533804732598,0.9892559051513672,0.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em4,0.1,0.0001,fixed,500,500,0.015356265356265357,299.0,289.0,0.17046750285062715,0.17589774802191113,0.598,11391.67069746121,0.19496843051304022,10934.489024757426,0.19711524299629113,0.36971596288399994,0.20191686,0.9645442662239074,0.9871230721473694,0.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em4,0.1,0.0001,percent,2%,651,0.019993857493857493,384.0,372.0,0.21892816419612315,0.22641509433962265,0.5898617511520737,14750.224650503495,0.2524500774468789,14251.490258005764,0.25691058438173353,0.3231833955652842,0.17972817,0.9582078149241786,0.9822211861610411,21.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em4,0.1,0.0001,fixed,1000,1000,0.030712530712530713,583.0,558.0,0.33238312428734323,0.33962264150943394,0.583,21699.42312807071,0.37138560117096625,20656.04334803205,0.37236499983405363,0.25200583346600003,0.11417961,0.9488487389683723,0.9784643352031708,150.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em4,0.1,0.0001,percent,5%,1628,0.05,890.0,850.0,0.507411630558723,0.5173463177115033,0.5466830466830467,32074.962252766687,0.5489629410180046,30575.682030336044,0.5511856090889189,0.18871011396928747,0.07876862,0.9277831510771112,0.9630668759346008,402.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em4,0.1,0.0001,fixed,2000,2000,0.06142506142506143,1041.0,993.0,0.5935005701254276,0.6043822276323798,0.5205,37100.583025175845,0.6349764345935094,35444.66826785814,0.638958471925192,0.16540185025065,0.063076794,0.9148869759440422,0.9520936608314514,530.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em4,0.1,0.0001,percent,10%,3256,0.1,1444.0,1371.0,0.8232611174458381,0.8344491783323189,0.44348894348894347,49148.891326988836,0.8411832169283628,46993.02419620787,0.8471398492049423,0.13618084018783905,0.04022594,0.8355210599665707,0.8832069933414459,739.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em4,0.1,0.0001,fixed,5000,5000,0.15356265356265356,1709.0,1622.0,0.9743443557582668,0.9872185027388922,0.3418,57339.094913472625,0.9813585416237031,54941.66446146155,0.9904294125149518,0.12571019604531639,0.036538277,0.678141743439436,0.7344274520874023,743.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em4,0.1,0.0001,fixed,10000,10000,0.3071253071253071,1735.0,1638.0,0.9891676168757126,0.996956786366403,0.1735,57943.706944144855,0.9917064758135263,55397.384215625425,0.9986446395709975,0.1259602770278849,0.036538277,0.3980004605166614,0.24626083672046656,743.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em6,0.1,1e-06,fixed,100,100,0.003071253071253071,64.0,61.0,0.036488027366020526,0.03712720632988436,0.64,2597.8427558367753,0.04446207569343161,2403.609510994328,0.043329694854063294,0.7537871185999999,0.6986891,0.9845230919122696,0.992580771446228,0.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em6,0.1,1e-06,percent,0.5%,163,0.005006142506142506,102.0,97.0,0.05815279361459521,0.05903834449178332,0.6257668711656442,4020.261403605391,0.06880676916756213,3760.6317948587953,0.06779263744147518,0.6495420121472393,0.67878693,0.976139805799613,0.9891324639320374,0.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em6,0.1,1e-06,percent,1%,326,0.010012285012285013,198.0,191.0,0.11288483466362599,0.1162507608034084,0.6073619631901841,7720.132192108942,0.13213005333661262,7407.339329898157,0.13353157048884143,0.46604746277607356,0.32952484,0.9695533804732598,0.9892559051513672,0.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em6,0.1,1e-06,fixed,500,500,0.015356265356265357,299.0,289.0,0.17046750285062715,0.17589774802191113,0.598,11391.67069746121,0.1949684305130402,10934.489024757426,0.1971152429962911,0.36971596288399994,0.20191686,0.9645442662239074,0.9871230721473694,0.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em6,0.1,1e-06,percent,2%,651,0.019993857493857493,384.0,372.0,0.21892816419612315,0.22641509433962265,0.5898617511520737,14750.224650503495,0.25245007744687886,14251.490258005764,0.2569105843817335,0.3231833955652842,0.17972817,0.9582078149241786,0.9822211861610411,21.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em6,0.1,1e-06,fixed,1000,1000,0.030712530712530713,583.0,558.0,0.33238312428734323,0.33962264150943394,0.583,21699.42312807071,0.3713856011709662,20656.04334803205,0.3723649998340536,0.252186528036,0.116352237,0.9486471413373947,0.9784119427204132,150.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em6,0.1,1e-06,percent,5%,1628,0.05,889.0,849.0,0.5068415051311288,0.516737674984784,0.5460687960687961,31994.47919168086,0.5475854735227156,30495.198969250217,0.5497347467663084,0.18878168760503686,0.07876862,0.9275280015694128,0.9629544317722321,401.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em6,0.1,1e-06,fixed,2000,2000,0.06142506142506143,1038.0,990.0,0.5917901938426454,0.6025562994522216,0.519,36966.93671062583,0.632689078078062,35311.02195330812,0.6365492394765204,0.16561208954325,0.063076794,0.9142934277951718,0.9515822529792786,527.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em6,0.1,1e-06,percent,10%,3256,0.1,1442.0,1369.0,0.82212086659065,0.8332318928788801,0.4428746928746929,49037.23240368506,0.8392721745880882,46881.3652729041,0.8451269818683987,0.13697922841736793,0.04022594,0.8331663335515621,0.8809172213077545,731.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em6,0.1,1e-06,fixed,5000,5000,0.15356265356265356,1708.0,1621.0,0.9737742303306728,0.9866098600121729,0.3416,57305.213341616334,0.9807786585614574,54907.78288960525,0.989818631869013,0.1259882205151006,0.036538277,0.677752044531703,0.7344274520874023,743.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps1em6,0.1,1e-06,fixed,10000,10000,0.3071253071253071,1735.0,1638.0,0.9891676168757126,0.996956786366403,0.1735,57943.70694414486,0.9917064758135263,55397.384215625425,0.9986446395709974,0.1260260556410394,0.036538277,0.3979598862353712,0.24626083672046656,743.0,,,,,,,,,,,,,,
alpha_path_prob_a025_eps0,0.25,0.0,fixed,100,100,0.003071253071253071,62.0,60.0,0.03534777651083238,0.036518563603164945,0.62,2422.9061791407535,0.04146803639019327,2310.0321606956045,0.04164278272663618,0.8084139746,0.8333731,0.9721825551986695,0.9857374131679535,0.0,,,,,,,,,,,,,,
alpha_path_prob_a025_eps0,0.25,0.0,percent,0.5%,163,0.005006142506142506,90.0,84.0,0.05131128848346636,0.05112598904443092,0.5521472392638037,3395.0722306117955,0.05810665721124725,3113.794160448861,0.05613214217762002,0.7548133747239264,0.6986891,0.9479287142402555,0.9711035490036012,0.0,,,,,,,,,,,,,,
alpha_path_prob_a025_eps0,0.25,0.0,percent,1%,326,0.010012285012285013,174.0,165.0,0.09920182440136831,0.10042604990870359,0.5337423312883436,6392.610834145583,0.10940952686525507,6055.095944923029,0.10915477676615416,0.5973628853067484,0.58190414,0.920937326239662,0.9652899205684662,0.0,,,,,,,,,,,,,,
alpha_path_prob_a025_eps0,0.25,0.0,fixed,500,500,0.015356265356265357,264.0,253.0,0.15051311288483465,0.15398660986001217,0.528,9626.724030450823,0.16476137039472713,9236.922053075552,0.1665133259457617,0.47840740895,0.44212142,0.9140232290029526,0.9605904817581177,0.0,,,,,,,,,,,,,,
alpha_path_prob_a025_eps0,0.25,0.0,percent,2%,651,0.019993857493857493,333.0,317.0,0.18985176738882553,0.1929397443700548,0.511520737327189,12213.122106734678,0.20902757041114722,11614.562307731361,0.2093748748936002,0.4106320269708141,0.2666303,0.9109586116538803,0.9587399959564208,0.0,,,,,,,,,,,,,,
alpha_path_prob_a025_eps0,0.25,0.0,fixed,1000,1000,0.030712530712530713,498.0,478.0,0.2839224629418472,0.2909312233718807,0.498,17862.829614180067,0.3057223077186306,17153.701912728182,0.309228544027769,0.320268352817,0.17972817,0.897296450316906,0.947818249464035,27.0,,,,,,,,,,,,,,
alpha_path_prob_a025_eps0,0.25,0.0,percent,5%,1628,0.05,804.0,754.0,0.4583808437856328,0.45891661594643945,0.49385749385749383,28231.49400938664,0.48318198657858924,26542.810638466246,0.4784853281172764,0.2404052187972973,0.106764235,0.8753974450344828,0.9383802115917206,258.0,,,,,,,,,,,,,,
alpha_path_prob_a025_eps0,0.25,0.0,fixed,2000,2000,0.06142506142506143,966.0,908.0,0.5507411630558723,0.5526475958612295,0.483,33743.97555737186,0.577528101752222,31878.092047022285,0.5746640602848225,0.212387111789,0.09838626,0.8606416824907065,0.9292486906051636,374.0,,,,,,,,,,,,,,
alpha_path_prob_a025_eps0,0.25,0.0,percent,10%,3256,0.1,1368.0,1293.0,0.7799315849486887,0.7869750456482045,0.4201474201474201,46504.252638435166,0.7959202289018317,44283.203330463046,0.7982901044003777,0.1694377767007678,0.063076794,0.7849376377963098,0.8400554656982422,609.0,,,,,,,,,,,,,,
alpha_path_prob_a025_eps0,0.25,0.0,fixed,5000,5000,0.15356265356265356,1665.0,1579.0,0.9492588369441277,0.9610468654899574,0.333,55895.61364499038,0.9566533614209716,53504.10560612553,0.964514642977075,0.151295275812866,0.043734573,0.6603204867765308,0.7222075760364532,731.0,,,,,,,,,,,,,,
alpha_path_prob_a025_eps0,0.25,0.0,fixed,10000,10000,0.3071253071253071,1735.0,1638.0,0.9891676168757126,0.996956786366403,0.1735,57928.17187024943,0.9914405930421811,55381.84914173001,0.9983645899171977,0.14489274237431218,0.04159362,0.3952626496968791,0.24597983062267298,743.0,,,,,,,,,,,,,,
alpha_path_prob_a025_eps1em2,0.25,0.01,fixed,100,100,0.003071253071253071,62.0,60.0,0.03534777651083238,0.036518563603164945,0.62,2422.9061791407535,0.041468036390193266,2310.0321606956045,0.04164278272663618,0.8084139746,0.8333731,0.9721825551986695,0.9857374131679535,0.0,,,,,,,,,,,,,,
alpha_path_prob_a025_eps1em2,0.25,0.01,percent,0.5%,163,0.005006142506142506,91.0,85.0,0.05188141391106044,0.051734631771150334,0.558282208588957,3453.6111018758893,0.05910854992369274,3172.333031712955,0.05718741817705854,0.7495795688957055,0.6986891,0.9501820777091512,0.97225821018219,0.0,,,,,,,,,,,,,,
alpha_path_prob_a025_eps1em2,0.25,0.01,percent,1%,326,0.010012285012285013,175.0,166.0,0.09977194982896237,0.101034692635423,0.5368098159509203,6468.931876715507,0.11071576141856719,6131.416987492954,0.11053061068192646,0.5940104621779141,0.57246214,0.9231194224825666,0.9679269790649414,0.0,,,,,,,,,,,,,,
alpha_path_prob_a025_eps1em2,0.25,0.01,fixed,500,500,0.015356265356265357,265.0,253.0,0.15108323831242873,0.15398660986001217,0.53,9717.949587479634,0.16632269569537408,9246.788383707064,0.16669118557463958,0.47576886857000006,0.44212142,0.9164027384519577,0.9638225734233856,0.0,,,,,,,,,,,,,,
alpha_path_prob_a025_eps1em2,0.25,0.01,percent,2%,651,0.019993857493857493,334.0,318.0,0.1904218928164196,0.1935483870967742,0.5130568356374808,12213.568806902826,0.2090352156839967,11615.009007899509,0.20938292752523135,0.4084153711336405,0.2666303,0.9127644940455388,0.9598987698554992,0.0,,,,,,,,,,,,,,
alpha_path_prob_a025_eps1em2,0.25,0.01,fixed,1000,1000,0.030712530712530713,512.0,492.0,0.2919042189281642,0.2994522215459525,0.512,18492.185282162707,0.3164937292317549,17783.05758071082,0.3205738931469285,0.311085035359,0.1703118,0.9061114049851894,0.9528911113739014,45.0,,,,,,,,,,,,,,
alpha_path_prob_a025_eps1em2,0.25,0.01,percent,5%,1628,0.05,835.0,789.0,0.47605473204104903,0.480219111381619,0.5128992628992629,29777.846755000115,0.5096478119907459,28174.881064433597,0.5079065436741461,0.2315813615423833,0.10495003,0.8900099889688762,0.9476477801799774,305.0,,,,,,,,,,,,,,
alpha_path_prob_a025_eps1em2,0.25,0.01,fixed,2000,2000,0.06142506142506143,1002.0,948.0,0.5712656784492588,0.5769933049300061,0.501,35316.520223084415,0.6044422018458947,33533.33506561888,0.6045030064934517,0.2014341054316,0.08018608,0.8817103125602007,0.9454925358295441,436.0,,,,,,,,,,,,,,
alpha_path_prob_a025_eps1em2,0.25,0.01,percent,10%,3256,0.1,1455.0,1383.0,0.8295324971493728,0.8417528910529519,0.44686732186732187,49556.96353794186,0.8481673723361582,47421.86870326576,0.8548705981247086,0.15263180394349662,0.045833637499999996,0.8272879239382264,0.8832069933414459,743.0,,,,,,,,,,,,,,
alpha_path_prob_a025_eps1em2,0.25,0.01,fixed,5000,5000,0.15356265356265356,1710.0,1624.0,0.9749144811858609,0.9884357881923311,0.342,57354.38949003271,0.9816203082834385,54964.231226839634,0.9908362219626606,0.1402134451253212,0.039899442,0.6749814016342163,0.7344274520874023,743.0,,,,,,,,,,,,,,
alpha_path_prob_a025_eps1em2,0.25,0.01,fixed,10000,10000,0.3071253071253071,1736.0,1639.0,0.9897377423033067,0.9975654290931223,0.1736,57962.05344210573,0.9920204761044266,55415.7307135863,0.9989753705631362,0.13709138083639108,0.039899442,0.3973842538241297,0.24626083672046656,743.0,,,,,,,,,,,,,,
alpha_path_prob_a025_eps1em3,0.25,0.001,fixed,100,100,0.003071253071253071,62.0,60.0,0.03534777651083238,0.036518563603164945,0.62,2422.9061791407535,0.04146803639019327,2310.0321606956045,0.04164278272663618,0.8084139746,0.8333731,0.9721825551986695,0.9857374131679535,0.0,,,,,,,,,,,,,,
alpha_path_prob_a025_eps1em3,0.25,0.001,percent,0.5%,163,0.005006142506142506,90.0,84.0,0.05131128848346636,0.05112598904443092,0.5521472392638037,3395.0722306117955,0.05810665721124725,3113.794160448861,0.05613214217762002,0.7548133747239264,0.6986891,0.9479287142402555,0.9711035490036012,0.0,,,,,,,,,,,,,,
alpha_path_prob_a025_eps1em3,0.25,0.001,percent,1%,326,0.010012285012285013,174.0,165.0,0.09920182440136831,0.10042604990870359,0.5337423312883436,6392.610834145583,0.10940952686525507,6055.095944923029,0.10915477676615416,0.5973628853067484,0.58190414,0.920937326239662,0.9652899205684662,0.0,,,,,,,,,,,,,,
alpha_path_prob_a025_eps1em3,0.25,0.001,fixed,500,500,0.015356265356265357,265.0,253.0,0.15108323831242873,0.15398660986001217,0.53,9708.083256848122,0.16615383345828563,9236.922053075552,0.1665133259457617,0.47840062851000004,0.44212142,0.9140389896631241,0.9605904817581177,0.0,,,,,,,,,,,,,,
alpha_path_prob_a025_eps1em3,0.25,0.001,percent,2%,651,0.019993857493857493,333.0,317.0,0.18985176738882553,0.1929397443700548,0.511520737327189,12213.122106734678,0.20902757041114722,11614.562307731361,0.2093748748936002,0.4106320269708141,0.2666303,0.9109586116538803,0.9587399959564208,0.0,,,,,,,,,,,,,,
alpha_path_prob_a025_eps1em3,0.25,0.001,fixed,1000,1000,0.030712530712530713,499.0,479.0,0.2844925883694413,0.2915398660986001,0.499,17895.893956188145,0.30628820389299055,17186.766254736263,0.3098245925303263,0.320097779844,0.17972817,0.8977450869083404,0.9478831887245178,28.0,,,,,,,,,,,,,,
alpha_path_prob_a025_eps1em3,0.25,0.001,percent,5%,1628,0.05,804.0,754.0,0.4583808437856328,0.45891661594643945,0.49385749385749383,28329.622516976753,0.4848614558699281,26640.93914605636,0.4802542836281095,0.23957954713452087,0.106764235,0.876807341612967,0.9390171468257904,262.0,,,,,,,,,,,,,,
alpha_path_prob_a025_eps1em3,0.25,0.001,fixed,2000,2000,0.06142506142506143,972.0,916.0,0.5541619156214367,0.5575167376749848,0.486,33975.41714401648,0.5814892242338968,32137.57811858978,0.579341796934004,0.210930856089,0.09829478999999999,0.8632100129723549,0.9311870634555817,385.0,,,,,,,,,,,,,,
alpha_path_prob_a025_eps1em3,0.25,0.001,percent,10%,3256,0.1,1389.0,1314.0,0.7919042189281642,0.7997565429093122,0.4265970515970516,47278.99078539433,0.8091798713706816,45057.94147742221,0.8122562529557045,0.16627794339398033,0.058685966,0.7947363581471786,0.8509481847286224,645.0,,,,,,,,,,,,,,
alpha_path_prob_a025_eps1em3,0.25,0.001,fixed,5000,5000,0.15356265356265356,1680.0,1595.0,0.9578107183580388,0.970785149117468,0.336,56411.2640506273,0.965478717503539,54027.02820058045,0.9739413307757323,0.1483768097389866,0.04159362,0.6676499263629317,0.7344274520874023,743.0,,,,,,,,,,,,,,
alpha_path_prob_a025_eps1em3,0.25,0.001,fixed,10000,10000,0.3071253071253071,1736.0,1639.0,0.9897377423033067,0.9975654290931223,0.1736,57962.05344210574,0.9920204761044268,55415.73071358631,0.9989753705631363,0.1430814052466026,0.04159362,0.3962622361920774,0.24626083672046656,743.0,,,,,,,,,,,,,,
alpha_path_prob_a025_eps1em4,0.25,0.0001,fixed,100,100,0.003071253071253071,62.0,60.0,0.03534777651083238,0.036518563603164945,0.62,2422.9061791407535,0.04146803639019327,2310.0321606956045,0.04164278272663618,0.8084139746,0.8333731,0.9721825551986695,0.9857374131679535,0.0,,,,,,,,,,,,,,
alpha_path_prob_a025_eps1em4,0.25,0.0001,percent,0.5%,163,0.005006142506142506,90.0,84.0,0.05131128848346636,0.05112598904443092,0.5521472392638037,3395.0722306117955,0.05810665721124725,3113.794160448861,0.05613214217762002,0.7548133747239264,0.6986891,0.9479287142402555,0.9711035490036012,0.0,,,,,,,,,,,,,,
alpha_path_prob_a025_eps1em4,0.25,0.0001,percent,1%,326,0.010012285012285013,174.0,165.0,0.09920182440136831,0.10042604990870359,0.5337423312883436,6392.610834145583,0.10940952686525507,6055.095944923029,0.10915477676615416,0.5973628853067484,0.58190414,0.920937326239662,0.9652899205684662,0.0,,,,,,,,,,,,,,
alpha_path_prob_a025_eps1em4,0.25,0.0001,fixed,500,500,0.015356265356265357,264.0,253.0,0.15051311288483465,0.15398660986001217,0.528,9626.724030450823,0.16476137039472713,9236.922053075552,0.1665133259457617,0.47840740895,0.44212142,0.9140232290029526,0.9605904817581177,0.0,,,,,,,,,,,,,,
alpha_path_prob_a025_eps1em4,0.25,0.0001,percent,2%,651,0.019993857493857493,333.0,317.0,0.18985176738882553,0.1929397443700548,0.511520737327189,12213.122106734678,0.20902757041114722,11614.562307731361,0.2093748748936002,0.4106320269708141,0.2666303,0.9109586116538803,0.9587399959564208,0.0,,,,,,,,,,,,,,
