method,alpha,epsilon,budget_type,budget_label,K,search_budget_ratio,critical_hit_count,relay_cascade_hit_count,recall_critical,recall_relay_cascade,precision_at_k,captured_total_load_shed_mw,captured_total_load_shed_ratio,captured_relay_cascade_load_shed_mw,captured_relay_cascade_load_shed_ratio,mean_p_first_topk,median_p_first_topk,mean_p_second_topk,median_p_second_topk,num_low_p_first_high_p_second_hits,critical_hit_count_std,relay_cascade_hit_count_std,recall_critical_std,recall_relay_cascade_std,precision_at_k_std,captured_total_load_shed_mw_std,captured_total_load_shed_ratio_std,captured_relay_cascade_load_shed_mw_std,captured_relay_cascade_load_shed_ratio_std,mean_p_first_topk_std,median_p_first_topk_std,mean_p_second_topk_std,median_p_second_topk_std,num_low_p_first_high_p_second_hits_std,strict_critical_hit_count,second_only_critical_hit_count,critical_hits_vs_strict,critical_hits_vs_second_only
alpha_path_prob_a0_eps0,0.0,0.0,percent,10%,3256,0.1,1464.0,1392.0,0.8346636259977195,0.8472306755934267,0.44963144963144963,49405.40111369564,0.8455733816244514,47262.098871547874,0.8519904389209961,0.11542727517523434,0.03140664,0.8425819471899503,0.8832069933414459,743.0,,,,,,,,,,,,,,,922.0,1464.0,542.0,0.0
alpha_path_prob_a0_eps0,0.0,0.0,fixed,5000,5000,0.15356265356265356,1705.0,1621.0,0.9720638540478905,0.9866098600121729,0.341,57360.971217489525,0.9817329545410771,55011.96671497075,0.9916967461555339,0.11290372723409542,0.029649075,0.6798706529349089,0.7344274520874023,743.0,,,,,,,,,,,,,,,1185.0,1705.0,520.0,0.0
alpha_path_prob_a0_eps0,0.0,0.0,fixed,10000,10000,0.3071253071253071,1733.0,1637.0,0.9880273660205245,0.9963481436396835,0.1733,57918.088257365984,0.9912680120196076,55390.11202680743,0.9985135443490142,0.11245301273794062,0.029649075,0.39848226435519757,0.24626083672046656,743.0,,,,,,,,,,,,,,,1531.0,1733.0,202.0,0.0
alpha_path_prob_a025_eps1em2,0.25,0.01,fixed,100,100,0.003071253071253071,62.0,60.0,0.03534777651083238,0.036518563603164945,0.62,2422.9061791407535,0.041468036390193266,2310.0321606956045,0.04164278272663618,0.8084139746,0.8333731,0.9721825551986695,0.9857374131679535,0.0,,,,,,,,,,,,,,,57.0,94.0,5.0,-32.0
alpha_path_prob_a025_eps1em2,0.25,0.01,percent,0.5%,163,0.005006142506142506,91.0,85.0,0.05188141391106044,0.051734631771150334,0.558282208588957,3453.6111018758893,0.05910854992369274,3172.333031712955,0.05718741817705854,0.7495795688957055,0.6986891,0.9501820777091512,0.97225821018219,0.0,,,,,,,,,,,,,,,85.0,156.0,6.0,-65.0
alpha_path_prob_a025_eps1em2,0.25,0.01,percent,1%,326,0.010012285012285013,175.0,166.0,0.09977194982896237,0.101034692635423,0.5368098159509203,6468.931876715507,0.11071576141856719,6131.416987492954,0.11053061068192646,0.5940104621779141,0.57246214,0.9231194224825666,0.9679269790649414,0.0,,,,,,,,,,,,,,,139.0,311.0,36.0,-136.0
alpha_path_prob_a025_eps1em2,0.25,0.01,fixed,500,500,0.015356265356265357,265.0,253.0,0.15108323831242873,0.15398660986001217,0.53,9717.949587479634,0.16632269569537408,9246.788383707064,0.16669118557463958,0.47576886857000006,0.44212142,0.9164027384519577,0.9638225734233856,0.0,,,,,,,,,,,,,,,203.0,469.0,62.0,-204.0
alpha_path_prob_a025_eps1em2,0.25,0.01,percent,2%,651,0.019993857493857493,334.0,318.0,0.1904218928164196,0.1935483870967742,0.5130568356374808,12213.568806902826,0.2090352156839967,11615.009007899509,0.20938292752523135,0.4084153711336405,0.2666303,0.9127644940455388,0.9598987698554992,0.0,,,,,,,,,,,,,,,250.0,532.0,84.0,-198.0
alpha_path_prob_a025_eps1em2,0.25,0.01,fixed,1000,1000,0.030712530712530713,512.0,492.0,0.2919042189281642,0.2994522215459525,0.512,18492.185282162707,0.3164937292317549,17783.05758071082,0.3205738931469285,0.311085035359,0.1703118,0.9061114049851894,0.9528911113739014,45.0,,,,,,,,,,,,,,,360.0,661.0,152.0,-149.0
alpha_path_prob_a025_eps1em2,0.25,0.01,percent,5%,1628,0.05,835.0,789.0,0.47605473204104903,0.480219111381619,0.5128992628992629,29777.846755000115,0.5096478119907459,28174.881064433597,0.5079065436741461,0.2315813615423833,0.10495003,0.8900099889688762,0.9476477801799774,305.0,,,,,,,,,,,,,,,559.0,986.0,276.0,-151.0
alpha_path_prob_a025_eps1em2,0.25,0.01,fixed,2000,2000,0.06142506142506143,1002.0,948.0,0.5712656784492588,0.5769933049300061,0.501,35316.520223084415,0.6044422018458947,33533.33506561888,0.6045030064934517,0.2014341054316,0.08018608,0.8817103125602007,0.9454925358295441,436.0,,,,,,,,,,,,,,,634.0,1159.0,368.0,-157.0
alpha_path_prob_a025_eps1em2,0.25,0.01,percent,10%,3256,0.1,1455.0,1383.0,0.8295324971493728,0.8417528910529519,0.44686732186732187,49556.96353794186,0.8481673723361582,47421.86870326576,0.8548705981247086,0.15263180394349662,0.045833637499999996,0.8272879239382264,0.8832069933414459,743.0,,,,,,,,,,,,,,,922.0,1464.0,533.0,-9.0
alpha_path_prob_a025_eps1em2,0.25,0.01,fixed,5000,5000,0.15356265356265356,1710.0,1624.0,0.9749144811858609,0.9884357881923311,0.342,57354.38949003271,0.9816203082834385,54964.231226839634,0.9908362219626606,0.1402134451253212,0.039899442,0.6749814016342163,0.7344274520874023,743.0,,,,,,,,,,,,,,,1185.0,1705.0,525.0,5.0
alpha_path_prob_a025_eps1em2,0.25,0.01,fixed,10000,10000,0.3071253071253071,1736.0,1639.0,0.9897377423033067,0.9975654290931223,0.1736,57962.05344210573,0.9920204761044266,55415.7307135863,0.9989753705631362,0.13709138083639108,0.039899442,0.3973842538241297,0.24626083672046656,743.0,,,,,,,,,,,,,,,1531.0,1733.0,205.0,3.0
