path,first_line,second_line,critical,relay_cascade,total_load_shed_mw,critical_mechanism,p_shed_first,p_shed_second,path_prob_score,second_only_score,path_prob_rank,second_only_rank,rank_gap,relay_trip_labels,final_outage_labels,full_cascade_path
L087->L184,L087,L184,True,True,21.648461416338748,relay_cascade,0.00042327464,0.8320766091346741,0.0003521969271838999,0.8320766091346741,17453,1884,15569,"L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L046,L060,L087,L102,L115,L128,L134,L140,L155,L158,L178,L182,L184",L087->L184->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L079->L016,L079,L016,True,True,31.514792047850804,relay_cascade,0.0005169866,0.997616171836853,0.0005157541927829504,0.997616171836853,15909,511,15398,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L016,L018,L046,L060,L079,L102,L115,L128,L134,L140,L155,L158,L178,L182",L079->L016->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L079->L061,L079,L061,True,True,33.88157185629734,relay_cascade,0.0005169866,0.4536333382129669,0.00023452235716937183,0.4536333382129669,19084,3781,15303,"L018,L060,L115,L128,L134,L140,L155,L158,L178,L182","L018,L060,L061,L079,L115,L128,L134,L140,L155,L158,L178,L182",L079->L061->L018->L060->L115->L128->L134->L140->L155->L158->L178->L182
L079->L180,L079,L180,True,True,7.272188818003705,relay_cascade,0.0005169866,0.9668572545051575,0.000499852244691956,0.9668572545051575,16030,993,15037,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L046,L060,L079,L102,L115,L128,L134,L140,L155,L158,L178,L180,L182",L079->L180->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L079->L008,L079,L008,True,True,25.67010059251546,relay_cascade,0.0005169866,0.9487334489822388,0.0004904824800956011,0.9487334489822388,16092,1172,14920,"L018,L019,L020,L022,L045,L060,L102,L109,L111,L115,L128,L134,L140,L155,L178,L182","L008,L018,L019,L020,L022,L045,L060,L079,L102,L109,L111,L115,L128,L134,L140,L155,L178,L182",L079->L008->L018->L019->L020->L022->L045->L060->L102->L109->L111->L115->L128->L134->L140->L155->L178->L182
L079->L051,L079,L051,True,True,36.76716258821504,relay_cascade,0.0005169866,0.9406812787055969,0.00048631961596165893,0.9406812787055969,16112,1292,14820,"L018,L044,L045,L046,L056,L057,L058,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L044,L045,L046,L051,L056,L057,L058,L060,L079,L102,L115,L128,L134,L140,L155,L158,L178,L182",L079->L051->L018->L044->L045->L046->L056->L057->L058->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L079->L147,L079,L147,True,True,43.59265123807146,relay_cascade,0.0005169866,0.8419603109359741,0.0004352821984857321,0.8419603109359741,16566,1806,14760,"L018,L060,L102,L115,L128,L134,L140,L155,L156,L158,L178,L182","L018,L060,L079,L102,L115,L128,L134,L140,L147,L155,L156,L158,L178,L182",L079->L147->L018->L060->L102->L115->L128->L134->L140->L155->L156->L158->L178->L182
L079->L184,L079,L184,True,True,21.648461416338748,relay_cascade,0.0005169866,0.8320338129997253,0.00043015033206776377,0.8320338129997253,16629,1885,14744,"L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L046,L060,L079,L102,L115,L128,L134,L140,L155,L158,L178,L182,L184",L079->L184->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L079->L047,L079,L047,True,True,31.300605334860517,relay_cascade,0.0005169866,0.8784685134887695,0.0004541564499956131,0.8784685134887695,16384,1652,14732,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L046,L047,L060,L079,L102,L115,L128,L134,L140,L155,L158,L178,L182",L079->L047->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L128->L181,L128,L181,True,True,20.772296104867053,relay_cascade,0.00074385025,0.999921441078186,0.000743791813926369,0.999921441078186,14382,163,14219,"L018,L046,L060,L102,L115,L134,L140,L155,L158,L178,L182","L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L181,L182",L128->L181->L018->L046->L060->L102->L115->L134->L140->L155->L158->L178->L182
L128->L061,L128,L061,True,True,33.88157185629734,relay_cascade,0.00074385025,0.39766308665275574,0.00029580178642242403,0.39766308665275574,18169,4040,14129,"L018,L060,L115,L134,L140,L155,L158,L178,L182","L018,L060,L061,L115,L128,L134,L140,L155,L158,L178,L182",L128->L061->L018->L060->L115->L134->L140->L155->L158->L178->L182
L128->L016,L128,L016,True,True,31.514792047850804,relay_cascade,0.00074385025,0.999651312828064,0.0007435908789599836,0.999651312828064,14386,398,13988,"L018,L046,L060,L102,L115,L134,L140,L155,L158,L178,L182","L016,L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",L128->L016->L018->L046->L060->L102->L115->L134->L140->L155->L158->L178->L182
L128->L183,L128,L183,True,True,81.35922639729833,relay_cascade,0.00074385025,0.9996237754821777,0.0007435703952983618,0.9996237754821777,14387,421,13966,"L018,L060,L102,L115,L134,L140,L155,L178,L182","L018,L060,L102,L115,L128,L134,L140,L155,L178,L182,L183",L128->L183->L018->L060->L102->L115->L134->L140->L155->L178->L182
L128->L184,L128,L184,True,True,21.648461416338748,relay_cascade,0.00074385025,0.5090270638465881,0.0003786399086990505,0.5090270638465881,17176,3214,13962,"L046,L060,L102,L115,L134,L140,L155,L158,L178,L182","L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182,L184",L128->L184->L046->L060->L102->L115->L134->L140->L155->L158->L178->L182
L140->L183,L140,L183,True,True,81.35922639729833,relay_cascade,0.00086999557,1.0,0.00086999557,1.0,13725,24,13701,"L018,L060,L102,L115,L128,L134,L155,L158,L178,L182","L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182,L183",L140->L183->L018->L060->L102->L115->L128->L134->L155->L158->L178->L182
L140->L061,L140,L061,True,True,33.88157185629734,relay_cascade,0.00086999557,0.39215904474258423,0.00034117663166148007,0.39215904474258423,17582,4073,13509,"L018,L060,L115,L128,L134,L155,L158,L178,L182","L018,L060,L061,L115,L128,L134,L140,L155,L158,L178,L182",L140->L061->L018->L060->L115->L128->L134->L155->L158->L178->L182
L140->L051,L140,L051,True,True,36.76716258821504,relay_cascade,0.00086999557,0.3986910581588745,0.0003468594543968332,0.3986910581588745,17515,4028,13487,"L018,L044,L045,L046,L056,L057,L058,L060,L102,L115,L128,L134,L155,L158,L178,L182","L018,L044,L045,L046,L051,L056,L057,L058,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",L140->L051->L018->L044->L045->L046->L056->L057->L058->L060->L102->L115->L128->L134->L155->L158->L178->L182
L140->L181,L140,L181,True,True,20.772296104867053,relay_cascade,0.00086999557,0.999902606010437,0.0008699108376605357,0.999902606010437,13726,241,13485,"L018,L046,L060,L102,L115,L128,L134,L155,L158,L178,L182","L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L181,L182",L140->L181->L018->L046->L060->L102->L115->L128->L134->L155->L158->L178->L182
L128->L147,L128,L147,True,True,43.59265123807146,relay_cascade,0.00074385025,0.923181414604187,0.0006867087260486782,0.923181414604187,14740,1408,13332,"L018,L060,L102,L115,L134,L140,L155,L156,L158,L178,L182","L018,L060,L102,L115,L128,L134,L140,L147,L155,L156,L158,L178,L182",L128->L147->L018->L060->L102->L115->L134->L140->L155->L156->L158->L178->L182
L140->L016,L140,L016,True,True,31.514792047850804,relay_cascade,0.00086999557,0.9996500015258789,0.0008696910728780079,0.9996500015258789,13730,403,13327,"L018,L046,L060,L102,L115,L128,L134,L155,L158,L178,L182","L016,L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",L140->L016->L018->L046->L060->L102->L115->L128->L134->L155->L158->L178->L182
L128->L180,L128,L180,True,True,7.272188818003705,relay_cascade,0.00074385025,0.9206719994544983,0.0006848420969622284,0.9206719994544983,14752,1425,13327,"L018,L046,L060,L102,L115,L134,L140,L155,L158,L178,L182","L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L180,L182",L128->L180->L018->L046->L060->L102->L115->L134->L140->L155->L158->L178->L182
L140->L184,L140,L184,True,True,21.648461416338748,relay_cascade,0.00086999557,0.5161029696464539,0.00044900729725625934,0.5161029696464539,16430,3179,13251,"L046,L060,L102,L115,L128,L134,L155,L158,L178,L182","L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182,L184",L140->L184->L046->L060->L102->L115->L128->L134->L155->L158->L178->L182
L128->L047,L128,L047,True,True,31.300605334860517,relay_cascade,0.00074385025,0.7722066044807434,0.0005744060757946521,0.7722066044807434,15459,2263,13196,"L018,L046,L060,L102,L115,L134,L140,L155,L158,L178,L182","L018,L046,L047,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",L128->L047->L018->L046->L060->L102->L115->L134->L140->L155->L158->L178->L182
L128->L051,L128,L051,True,True,36.76716258821504,relay_cascade,0.00074385025,0.7649929523468018,0.0005690401988514065,0.7649929523468018,15511,2325,13186,"L018,L044,L045,L046,L056,L057,L058,L060,L102,L111,L115,L134,L140,L155,L178,L182","L018,L044,L045,L046,L051,L056,L057,L058,L060,L102,L111,L115,L128,L134,L140,L155,L178,L182",L128->L051->L018->L044->L045->L046->L056->L057->L058->L060->L102->L111->L115->L134->L140->L155->L178->L182
L140->L047,L140,L047,True,True,31.300605334860517,relay_cascade,0.00086999557,0.980909526348114,0.0008533869424936575,0.980909526348114,13812,820,12992,"L018,L046,L060,L102,L115,L128,L134,L155,L158,L178,L182","L018,L046,L047,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",L140->L047->L018->L046->L060->L102->L115->L128->L134->L155->L158->L178->L182
L140->L147,L140,L147,True,True,43.59265123807146,relay_cascade,0.00086999557,0.9419952630996704,0.0008195317058576978,0.9419952630996704,13992,1283,12709,"L018,L060,L102,L115,L128,L134,L155,L156,L158,L178,L182","L018,L060,L102,L115,L128,L134,L140,L147,L155,L156,L158,L178,L182",L140->L147->L018->L060->L102->L115->L128->L134->L155->L156->L158->L178->L182
L140->L180,L140,L180,True,True,7.272188818003705,relay_cascade,0.00086999557,0.8294833898544312,0.0007216468745619381,0.8294833898544312,14525,1909,12616,"L018,L046,L060,L102,L115,L128,L134,L155,L158,L178,L182","L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L180,L182",L140->L180->L018->L046->L060->L102->L115->L128->L134->L155->L158->L178->L182
L065->L181,L065,L181,True,True,20.772296104867053,relay_cascade,0.0011059785,0.9999314546585083,0.001105902690326035,0.9999314546585083,12739,126,12613,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L046,L060,L065,L102,L115,L128,L134,L140,L155,L158,L178,L181,L182",L065->L181->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L065->L061,L065,L061,True,True,33.88157185629734,relay_cascade,0.0011059785,0.4599466025829315,0.0005086910536047667,0.4599466025829315,15973,3459,12514,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L060,L061,L065,L102,L115,L128,L134,L140,L155,L158,L178,L182",L065->L061->L018->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L065->L183,L065,L183,True,True,81.35922639729833,relay_cascade,0.0011059785,0.9998486042022705,0.0011058110595027208,0.9998486042022705,12740,298,12442,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L060,L065,L102,L115,L128,L134,L140,L155,L158,L178,L182,L183",L065->L183->L018->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L065->L016,L065,L016,True,True,31.514792047850804,relay_cascade,0.0011059785,0.9974945783615112,0.0011032075575343966,0.9974945783615112,12753,515,12238,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L016,L018,L046,L060,L065,L102,L115,L128,L134,L140,L155,L158,L178,L182",L065->L016->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L026->L061,L026,L061,True,True,33.88157185629734,relay_cascade,0.0012266245,0.4599466025829315,0.000564181771419987,0.4599466025829315,15557,3395,12162,"L018,L060,L115,L128,L134,L140,L155,L158,L178,L182","L018,L026,L060,L061,L115,L128,L134,L140,L155,L158,L178,L182",L026->L061->L018->L060->L115->L128->L134->L140->L155->L158->L178->L182
L026->L181,L026,L181,True,True,20.772296104867053,relay_cascade,0.0012266245,0.999923586845398,0.0012265307697524428,0.999923586845398,12307,154,12153,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L026,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L181,L182",L026->L181->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L026->L183,L026,L183,True,True,81.35922639729833,relay_cascade,0.0012266245,0.9998571872711182,0.0012264493224078416,0.9998571872711182,12308,293,12015,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L026,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182,L183",L026->L183->L018->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L065->L180,L065,L180,True,True,7.272188818003705,relay_cascade,0.0011059785,0.9521785378456116,0.0010530889910186827,0.9521785378456116,12948,1130,11818,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L046,L060,L065,L102,L115,L128,L134,L140,L155,L158,L178,L180,L182",L065->L180->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L065->L008,L065,L008,True,True,25.67010059251546,relay_cascade,0.0011059785,0.9462482333183289,0.0010465302017130555,0.9462482333183289,12970,1229,11741,"L018,L019,L020,L022,L045,L060,L102,L109,L111,L115,L128,L134,L140,L155,L178,L182","L008,L018,L019,L020,L022,L045,L060,L065,L102,L109,L111,L115,L128,L134,L140,L155,L178,L182",L065->L008->L018->L019->L020->L022->L045->L060->L102->L109->L111->L115->L128->L134->L140->L155->L178->L182
L026->L016,L026,L016,True,True,31.514792047850804,relay_cascade,0.0012266245,0.9927483201026917,0.001217729411771804,0.9927483201026917,12344,624,11720,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L016,L018,L026,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",L026->L016->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L065->L047,L065,L047,True,True,31.300605334860517,relay_cascade,0.0011059785,0.8824079036712646,0.0009759241696904898,0.8824079036712646,13270,1631,11639,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L046,L047,L060,L065,L102,L115,L128,L134,L140,L155,L158,L178,L182",L065->L047->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L065->L051,L065,L051,True,True,36.76716258821504,relay_cascade,0.0011059785,0.900546133518219,0.0009959846619292795,0.900546133518219,13170,1534,11636,"L018,L044,L045,L046,L056,L057,L058,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L044,L045,L046,L051,L056,L057,L058,L060,L065,L102,L115,L128,L134,L140,L155,L158,L178,L182",L065->L051->L018->L044->L045->L046->L056->L057->L058->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L065->L147,L065,L147,True,True,43.59265123807146,relay_cascade,0.0011059785,0.9038248658180237,0.0009996108693601192,0.9038248658180237,13151,1517,11634,"L018,L060,L102,L115,L128,L134,L140,L155,L156,L158,L178,L182","L018,L060,L065,L102,L115,L128,L134,L140,L147,L155,L156,L158,L178,L182",L065->L147->L018->L060->L102->L115->L128->L134->L140->L155->L156->L158->L178->L182
L085->L051,L085,L051,True,True,36.76716258821504,relay_cascade,0.001427943,0.3753599524497986,0.0005359926165810228,0.3753599524497986,15771,4166,11605,"L018,L044,L045,L046,L056,L057,L058,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L044,L045,L046,L051,L056,L057,L058,L060,L085,L102,L115,L128,L134,L140,L155,L158,L178,L182",L085->L051->L018->L044->L045->L046->L056->L057->L058->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L065->L184,L065,L184,True,True,21.648461416338748,relay_cascade,0.0011059785,0.8289246559143066,0.0009167728475611211,0.8289246559143066,13508,1915,11593,"L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L046,L060,L065,L102,L115,L128,L134,L140,L155,L158,L178,L182,L184",L065->L184->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L086->L051,L086,L051,True,True,36.76716258821504,relay_cascade,0.001434404,0.3753436803817749,0.0005383944765143395,0.3753436803817749,15753,4167,11586,"L018,L044,L045,L046,L056,L057,L058,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L044,L045,L046,L051,L056,L057,L058,L060,L086,L102,L115,L128,L134,L140,L155,L158,L178,L182",L086->L051->L018->L044->L045->L046->L056->L057->L058->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L085->L183,L085,L183,True,True,81.35922639729833,relay_cascade,0.001427943,0.9999247789382935,0.0014278355886114837,0.9999247789382935,11703,147,11556,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L060,L085,L102,L115,L128,L134,L140,L155,L158,L178,L182,L183",L085->L183->L018->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L026->L051,L026,L051,True,True,36.76716258821504,relay_cascade,0.0012266245,0.9800699949264526,0.0012021778674916625,0.9800699949264526,12395,840,11555,"L018,L044,L045,L046,L056,L057,L058,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L026,L044,L045,L046,L051,L056,L057,L058,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",L026->L051->L018->L044->L045->L046->L056->L057->L058->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L086->L183,L086,L183,True,True,81.35922639729833,relay_cascade,0.001434404,0.9999247789382935,0.0014342961026082039,0.9999247789382935,11684,148,11536,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L060,L086,L102,L115,L128,L134,L140,L155,L158,L178,L182,L183",L086->L183->L018->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L026->L180,L026,L180,True,True,7.272188818003705,relay_cascade,0.0012266245,0.9688146710395813,0.0011883718114565909,0.9688146710395813,12440,958,11482,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L026,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L180,L182",L026->L180->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L153->L183,L153,L183,True,True,81.35922639729833,relay_cascade,0.0015243894,0.9999958276748657,0.001524383039751792,0.9999958276748657,11487,46,11441,"L018,L060,L102,L115,L134,L140,L158,L178,L182","L018,L060,L102,L115,L128,L134,L140,L153,L155,L158,L178,L182,L183",L153->L183->L018->L060->L102->L115->L134->L140->L158->L178->L182
L085->L181,L085,L181,True,True,20.772296104867053,relay_cascade,0.001427943,0.9998942613601685,0.001427792011249423,0.9998942613601685,11704,263,11441,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L046,L060,L085,L102,L115,L128,L134,L140,L155,L158,L178,L181,L182",L085->L181->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L085->L061,L085,L061,True,True,33.88157185629734,relay_cascade,0.001427943,0.4100652039051056,0.0005855497374598682,0.4100652039051056,15378,3952,11426,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L060,L061,L085,L102,L115,L128,L134,L140,L155,L158,L178,L182",L085->L061->L018->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L086->L181,L086,L181,True,True,20.772296104867053,relay_cascade,0.001434404,0.9998942613601685,0.001434252328072071,0.9998942613601685,11685,264,11421,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L046,L060,L086,L102,L115,L128,L134,L140,L155,L158,L178,L181,L182",L086->L181->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L086->L061,L086,L061,True,True,33.88157185629734,relay_cascade,0.001434404,0.41008859872817993,0.0005882327263700962,0.41008859872817993,15355,3951,11404,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L060,L061,L086,L102,L115,L128,L134,L140,L155,L158,L178,L182",L086->L061->L018->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L026->L047,L026,L047,True,True,31.30060533486052,relay_cascade,0.0012266245,0.9552789330482483,0.001171768543610841,0.9552789330482483,12498,1101,11397,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L026,L046,L047,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",L026->L047->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L026->L008,L026,L008,True,True,25.67010059251546,relay_cascade,0.0012266245,0.9533809423446655,0.0011694404217130541,0.9533809423446655,12510,1118,11392,"L018,L019,L020,L022,L045,L060,L102,L109,L111,L115,L128,L134,L140,L155,L178,L182","L008,L018,L019,L020,L022,L026,L045,L060,L102,L109,L111,L115,L128,L134,L140,L155,L178,L182",L026->L008->L018->L019->L020->L022->L045->L060->L102->L109->L111->L115->L128->L134->L140->L155->L178->L182
L153->L181,L153,L181,True,True,20.772296104867053,relay_cascade,0.0015243894,0.999904990196228,0.0015242445680622339,0.999904990196228,11488,232,11256,"L018,L046,L060,L102,L115,L134,L140,L156,L158,L178,L182","L018,L046,L060,L102,L115,L128,L134,L140,L153,L155,L156,L158,L178,L181,L182",L153->L181->L018->L046->L060->L102->L115->L134->L140->L156->L158->L178->L182
L085->L016,L085,L016,True,True,31.514792047850804,relay_cascade,0.001427943,0.9990767240524292,0.001426624614573598,0.9990767240524292,11708,481,11227,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L016,L018,L046,L060,L085,L102,L115,L128,L134,L140,L155,L158,L178,L182",L085->L016->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L026->L147,L026,L147,True,True,43.59265123807146,relay_cascade,0.0012266245,0.8420998454093933,0.0010329403018253744,0.8420998454093933,13024,1803,11221,"L018,L060,L102,L115,L128,L134,L140,L155,L156,L158,L178,L182","L018,L026,L060,L102,L115,L128,L134,L140,L147,L155,L156,L158,L178,L182",L026->L147->L018->L060->L102->L115->L128->L134->L140->L155->L156->L158->L178->L182
L086->L016,L086,L016,True,True,31.514792047850804,relay_cascade,0.001434404,0.999075174331665,0.0014330774263620377,0.999075174331665,11687,482,11205,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L016,L018,L046,L060,L086,L102,L115,L128,L134,L140,L155,L158,L178,L182",L086->L016->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L026->L184,L026,L184,True,True,21.648461416338748,relay_cascade,0.0012266245,0.8798156976699829,0.001079203490246594,0.8798156976699829,12840,1647,11193,"L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L026,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182,L184",L026->L184->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L153->L061,L153,L061,True,True,33.88157185629734,relay_cascade,0.0015243894,0.40450894832611084,0.0006166291530334711,0.40450894832611084,15161,3981,11180,"L018,L060,L115,L134,L140,L156,L158,L178,L182","L018,L060,L061,L115,L128,L134,L140,L153,L155,L156,L158,L178,L182",L153->L061->L018->L060->L115->L134->L140->L156->L158->L178->L182
L153->L016,L153,L016,True,True,31.514792047850804,relay_cascade,0.0015243894,0.9997387528419495,0.0015239911576014878,0.9997387528419495,11489,347,11142,"L018,L046,L060,L102,L115,L134,L140,L156,L158,L178,L182","L016,L018,L046,L060,L102,L115,L128,L134,L140,L153,L155,L156,L158,L178,L182",L153->L016->L018->L046->L060->L102->L115->L134->L140->L156->L158->L178->L182
L153->L051,L153,L051,True,True,36.76716258821504,relay_cascade,0.0015243894,0.48686274886131287,0.0007421684136190474,0.48686274886131287,14398,3288,11110,"L018,L044,L045,L046,L056,L057,L058,L060,L102,L115,L134,L140,L158,L178,L182","L018,L044,L045,L046,L051,L056,L057,L058,L060,L102,L115,L128,L134,L140,L153,L155,L158,L178,L182",L153->L051->L018->L044->L045->L046->L056->L057->L058->L060->L102->L115->L134->L140->L158->L178->L182
L085->L184,L085,L184,True,True,21.648461416338748,relay_cascade,0.001427943,0.5762283802032471,0.0008228212819125653,0.5762283802032471,13969,2971,10998,"L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L046,L060,L085,L102,L115,L128,L134,L140,L155,L158,L178,L182,L184",L085->L184->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L086->L184,L086,L184,True,True,21.648461416338748,relay_cascade,0.001434404,0.5762678384780884,0.0008266008925843239,0.5762678384780884,13947,2970,10977,"L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L046,L060,L086,L102,L115,L128,L134,L140,L155,L158,L178,L182,L184",L086->L184->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L153->L184,L153,L184,True,True,21.648461416338748,relay_cascade,0.0015243894,0.5254066586494446,0.0008009243411346317,0.5254066586494446,14090,3130,10960,"L046,L060,L102,L115,L134,L140,L156,L158,L178,L182","L046,L060,L102,L115,L128,L134,L140,L153,L155,L156,L158,L178,L182,L184",L153->L184->L046->L060->L102->L115->L134->L140->L156->L158->L178->L182
L085->L047,L085,L047,True,True,31.300605334860517,relay_cascade,0.001427943,0.980350911617279,0.0013998852217875124,0.980350911617279,11788,831,10957,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L046,L047,L060,L085,L102,L115,L128,L134,L140,L155,L158,L178,L182",L085->L047->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L086->L047,L086,L047,True,True,31.300605334860517,relay_cascade,0.001434404,0.9803534746170044,0.0014062229454045296,0.9803534746170044,11767,830,10937,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L046,L047,L060,L086,L102,L115,L128,L134,L140,L155,L158,L178,L182",L086->L047->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L122->L183,L122,L183,True,True,81.35922639729833,relay_cascade,0.001769534,1.0,0.001769534,1.0,10920,17,10903,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L060,L102,L115,L122,L128,L134,L140,L155,L158,L178,L182,L183",L122->L183->L018->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L122->L181,L122,L181,True,True,20.772296104867053,relay_cascade,0.001769534,0.999916672706604,0.0017693865495212078,0.999916672706604,10922,199,10723,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L046,L060,L102,L115,L122,L128,L134,L140,L155,L158,L178,L181,L182",L122->L181->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L153->L047,L153,L047,True,True,31.300605334860517,relay_cascade,0.0015243894,0.9819667339324951,0.0014968996803593159,0.9819667339324951,11524,802,10722,"L018,L046,L060,L102,L115,L134,L140,L156,L158,L178,L182","L018,L046,L047,L060,L102,L115,L128,L134,L140,L153,L155,L156,L158,L178,L182",L153->L047->L018->L046->L060->L102->L115->L134->L140->L156->L158->L178->L182
L085->L147,L085,L147,True,True,43.59265123807146,relay_cascade,0.001427943,0.9459046721458435,0.0013506979552579523,0.9459046721458435,11908,1248,10660,"L018,L060,L102,L115,L128,L134,L140,L155,L156,L158,L178,L182","L018,L060,L085,L102,L115,L128,L134,L140,L147,L155,L156,L158,L178,L182",L085->L147->L018->L060->L102->L115->L128->L134->L140->L155->L156->L158->L178->L182
