method,candidate_evaluations,total_physical_evaluations,critical_paths_found,relay_cascade_paths_found,island_only_paths_found,captured_load_shed_mw,critical_paths_found_std,relay_cascade_paths_found_std,island_only_paths_found_std,captured_load_shed_mw_std
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,326,512,299.0,277.0,22.0,17967.092611926026,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,350,536,320.0,296.0,24.0,18934.930740123404,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,400,586,360.0,331.0,29.0,20395.59080282651,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,450,636,391.0,359.0,32.0,21431.55601686421,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,500,686,413.0,374.0,39.0,22067.7429630467,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,550,736,442.0,398.0,44.0,22869.112020991,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,600,786,472.0,426.0,46.0,23746.42790845915,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,650,836,512.0,464.0,48.0,24787.2439568363,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,651,837,513.0,465.0,48.0,24808.89241825264,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,700,886,550.0,502.0,48.0,25947.19353851875,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,750,936,589.0,540.0,49.0,27241.403999747123,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,800,986,632.0,582.0,50.0,28690.18165763024,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,850,1036,679.0,628.0,51.0,30240.807261570044,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,900,1086,726.0,675.0,51.0,31612.033764201828,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,950,1136,763.0,709.0,54.0,32646.151173529437,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,1000,1186,810.0,754.0,56.0,34126.90618572596,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,1500,1686,1298.0,1233.0,65.0,48608.93137240275,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,1628,1814,1424.0,1357.0,67.0,50781.53837027382,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,2000,2186,1583.0,1515.0,68.0,53729.36183699884,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,2116,2302,1592.0,1520.0,72.0,54081.45300560488,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,2500,2686,1645.0,1564.0,81.0,55427.61919257248,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,3000,3186,1665.0,1582.0,83.0,55858.28355872233,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,3256,3442,1671.0,1587.0,84.0,56011.08481340984,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,3500,3686,1687.0,1602.0,85.0,56478.43545458533,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,4000,4186,1700.0,1613.0,87.0,57090.32464859235,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,4500,4686,1712.0,1624.0,88.0,57388.20087692104,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,4884,5070,1716.0,1628.0,88.0,57464.0449773882,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,5000,5186,1716.0,1628.0,88.0,57464.0449773882,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,5500,5686,1718.0,1629.0,89.0,57508.250659463294,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,6000,6186,1721.0,1630.0,91.0,57555.96535595552,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,6500,6686,1721.0,1630.0,91.0,57555.96535595552,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,6512,6698,1721.0,1630.0,91.0,57555.96535595552,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,7000,7186,1726.0,1633.0,93.0,57655.572941324586,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,7500,7686,1730.0,1634.0,96.0,57714.15103463348,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,8000,8186,1732.0,1635.0,97.0,57799.402079928695,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,8500,8686,1734.0,1635.0,99.0,57823.6709910358,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,9000,9186,1735.0,1636.0,99.0,57852.79784069577,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,9500,9686,1735.0,1636.0,99.0,57852.79784069577,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,10000,10186,1735.0,1636.0,99.0,57852.79784069577,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,10500,10686,1737.0,1637.0,100.0,57914.914183922025,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,11000,11186,1737.0,1637.0,100.0,57914.914183922025,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,11500,11686,1738.0,1638.0,100.0,57957.222260957446,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,12000,12186,1738.0,1638.0,100.0,57957.222260957446,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,12500,12686,1739.0,1639.0,100.0,57964.42325907892,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,13000,13186,1739.0,1639.0,100.0,57964.42325907892,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,13500,13686,1739.0,1639.0,100.0,57964.42325907892,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,14000,14186,1740.0,1640.0,100.0,57990.09335967143,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,14500,14686,1740.0,1640.0,100.0,57990.09335967143,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,15000,15186,1742.0,1640.0,102.0,58052.209702897686,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,15500,15686,1744.0,1641.0,103.0,58153.83482054035,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,16000,16186,1746.0,1641.0,105.0,58215.95116376661,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,16500,16686,1747.0,1641.0,106.0,58247.009335379735,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,17000,17186,1747.0,1641.0,106.0,58247.009335379735,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,17500,17686,1748.0,1642.0,106.0,58247.13808979184,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,18000,18186,1748.0,1642.0,106.0,58247.13808979184,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,18500,18686,1748.0,1642.0,106.0,58247.13808979184,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,19000,19186,1750.0,1642.0,108.0,58309.25443301809,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,19500,19686,1751.0,1642.0,109.0,58340.31260463122,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,20000,20186,1751.0,1642.0,109.0,58340.31260463122,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,20500,20686,1752.0,1643.0,109.0,58366.166981847695,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,21000,21186,1753.0,1643.0,110.0,58397.22515346082,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,21500,21686,1753.0,1643.0,110.0,58397.22515346082,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,22000,22186,1754.0,1643.0,111.0,58428.28332507395,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,22500,22686,1754.0,1643.0,111.0,58428.28332507395,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,23000,23186,1754.0,1643.0,111.0,58428.28332507395,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,23500,23686,1754.0,1643.0,111.0,58428.28332507395,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,24000,24186,1754.0,1643.0,111.0,58428.28332507395,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,24500,24686,1754.0,1643.0,111.0,58428.28332507395,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,25000,25186,1754.0,1643.0,111.0,58428.28332507395,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,25500,25686,1754.0,1643.0,111.0,58428.28332507395,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,26000,26186,1754.0,1643.0,111.0,58428.28332507395,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,26500,26686,1754.0,1643.0,111.0,58428.28332507395,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,27000,27186,1754.0,1643.0,111.0,58428.28332507395,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,27500,27686,1754.0,1643.0,111.0,58428.28332507395,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,28000,28186,1754.0,1643.0,111.0,58428.28332507395,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,28500,28686,1754.0,1643.0,111.0,58428.28332507395,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,29000,29186,1754.0,1643.0,111.0,58428.28332507395,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,29500,29686,1754.0,1643.0,111.0,58428.28332507395,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,30000,30186,1754.0,1643.0,111.0,58428.28332507395,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,30500,30686,1754.0,1643.0,111.0,58428.28332507395,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,31000,31186,1754.0,1643.0,111.0,58428.28332507395,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,31500,31686,1754.0,1643.0,111.0,58428.28332507395,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,32000,32186,1754.0,1643.0,111.0,58428.28332507395,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,32500,32686,1754.0,1643.0,111.0,58428.28332507395,,,,
N1_gate_plus_RTS79_residual_reachable_GCN_second_only,32560,32746,1754.0,1643.0,111.0,58428.28332507395,,,,
N1_gate_plus_line_order,50,236,45.0,45.0,0.0,1540.5447790090152,,,,
N1_gate_plus_line_order,100,286,87.0,73.0,14.0,2970.7880702533844,,,,
N1_gate_plus_line_order,150,336,132.0,118.0,14.0,4511.332849262399,,,,
N1_gate_plus_line_order,163,349,144.0,130.0,14.0,4919.024365035129,,,,
N1_gate_plus_line_order,200,386,177.0,163.0,14.0,6051.877628271418,,,,
N1_gate_plus_line_order,250,436,221.0,207.0,14.0,7555.655244692222,,,,
N1_gate_plus_line_order,300,486,265.0,251.0,14.0,9059.432861113026,,,,
N1_gate_plus_line_order,326,512,287.0,273.0,14.0,9815.940393193712,,,,
N1_gate_plus_line_order,350,536,309.0,295.0,14.0,10563.210477533828,,,,
N1_gate_plus_line_order,400,586,352.0,334.0,18.0,12030.220931366412,,,,
N1_gate_plus_line_order,450,636,397.0,379.0,18.0,13556.504004548806,,,,
N1_gate_plus_line_order,500,686,440.0,408.0,32.0,15023.514458381393,,,,
N1_gate_plus_line_order,550,736,482.0,450.0,32.0,16453.757749625765,,,,
N1_gate_plus_line_order,600,786,524.0,492.0,32.0,17865.654542909262,,,,
N1_gate_plus_line_order,650,836,569.0,537.0,32.0,19406.19932191828,,,,
N1_gate_plus_line_order,651,837,570.0,538.0,32.0,19437.71411396613,,,,
N1_gate_plus_line_order,700,886,614.0,582.0,32.0,20946.74410092729,,,,
N1_gate_plus_line_order,750,936,659.0,627.0,32.0,22487.288879936303,,,,
N1_gate_plus_line_order,800,986,704.0,672.0,32.0,24027.83365894532,,,,
N1_gate_plus_line_order,850,1036,749.0,717.0,32.0,25568.378437954336,,,,
N1_gate_plus_line_order,900,1086,794.0,762.0,32.0,27108.92321696335,,,,
N1_gate_plus_line_order,950,1136,836.0,804.0,32.0,28539.166508207723,,,,
N1_gate_plus_line_order,1000,1186,880.0,848.0,32.0,30042.944124628524,,,,
N1_gate_plus_line_order,1500,1686,1324.0,1268.0,56.0,45227.78893918895,,,,
N1_gate_plus_line_order,1628,1814,1439.0,1383.0,56.0,49130.197676798605,,,,
N1_gate_plus_line_order,2000,2186,1558.0,1491.0,67.0,53211.43110585908,,,,
N1_gate_plus_line_order,2116,2302,1558.0,1491.0,67.0,53211.43110585908,,,,
N1_gate_plus_line_order,2500,2686,1561.0,1494.0,67.0,53268.879860452274,,,,
N1_gate_plus_line_order,3000,3186,1569.0,1498.0,71.0,53444.6086808211,,,,
N1_gate_plus_line_order,3256,3442,1576.0,1502.0,74.0,53597.93139648376,,,,
N1_gate_plus_line_order,3500,3686,1578.0,1502.0,76.0,53649.76592799386,,,,
N1_gate_plus_line_order,4000,4186,1581.0,1505.0,76.0,53718.61502575542,,,,
N1_gate_plus_line_order,4500,4686,1585.0,1509.0,76.0,53802.15511475595,,,,
N1_gate_plus_line_order,4884,5070,1586.0,1510.0,76.0,53816.83921402162,,,,
N1_gate_plus_line_order,5000,5186,1587.0,1511.0,76.0,53842.50931461414,,,,
N1_gate_plus_line_order,5500,5686,1588.0,1512.0,76.0,53868.17941520665,,,,
N1_gate_plus_line_order,6000,6186,1592.0,1516.0,76.0,53986.77240803943,,,,
N1_gate_plus_line_order,6500,6686,1598.0,1522.0,76.0,54099.10037109799,,,,
N1_gate_plus_line_order,6512,6698,1601.0,1525.0,76.0,54175.40978699939,,,,
N1_gate_plus_line_order,7000,7186,1603.0,1527.0,76.0,54224.99676579958,,,,
N1_gate_plus_line_order,7500,7686,1606.0,1530.0,76.0,54308.84137553633,,,,
N1_gate_plus_line_order,8000,8186,1613.0,1535.0,78.0,54453.100925690254,,,,
N1_gate_plus_line_order,8500,8686,1620.0,1538.0,82.0,54645.64943880176,,,,
N1_gate_plus_line_order,9000,9186,1620.0,1538.0,82.0,54645.64943880176,,,,
N1_gate_plus_line_order,9500,9686,1623.0,1541.0,82.0,54716.33045291746,,,,
N1_gate_plus_line_order,10000,10186,1627.0,1542.0,85.0,54809.01693915004,,,,
N1_gate_plus_line_order,10500,10686,1632.0,1544.0,88.0,54932.33265858432,,,,
N1_gate_plus_line_order,11000,11186,1635.0,1547.0,88.0,55019.06986730491,,,,
N1_gate_plus_line_order,11500,11686,1638.0,1550.0,88.0,55099.85362844652,,,,
N1_gate_plus_line_order,12000,12186,1640.0,1552.0,88.0,55200.515307465495,,,,
N1_gate_plus_line_order,12500,12686,1642.0,1554.0,88.0,55247.69926155696,,,,
N1_gate_plus_line_order,13000,13186,1644.0,1556.0,88.0,55355.868819831536,,,,
N1_gate_plus_line_order,13500,13686,1649.0,1561.0,88.0,55518.89105666272,,,,
N1_gate_plus_line_order,14000,14186,1656.0,1568.0,88.0,55761.00920004408,,,,
N1_gate_plus_line_order,14500,14686,1657.0,1569.0,88.0,55786.67930063659,,,,
N1_gate_plus_line_order,15000,15186,1661.0,1573.0,88.0,55880.12871409136,,,,
N1_gate_plus_line_order,15500,15686,1665.0,1577.0,88.0,55932.45324700261,,,,
N1_gate_plus_line_order,16000,16186,1666.0,1578.0,88.0,55958.12334759512,,,,
N1_gate_plus_line_order,16500,16686,1669.0,1580.0,89.0,56015.385961926375,,,,
N1_gate_plus_line_order,17000,17186,1670.0,1580.0,90.0,56021.3083750726,,,,
N1_gate_plus_line_order,17500,17686,1670.0,1580.0,90.0,56021.3083750726,,,,
N1_gate_plus_line_order,18000,18186,1672.0,1582.0,90.0,56065.32497362599,,,,
N1_gate_plus_line_order,18500,18686,1674.0,1584.0,90.0,56118.69729621452,,,,
N1_gate_plus_line_order,19000,19186,1676.0,1586.0,90.0,56172.069618803056,,,,
N1_gate_plus_line_order,19500,19686,1678.0,1588.0,90.0,56223.40981998808,,,,
N1_gate_plus_line_order,20000,20186,1680.0,1590.0,90.0,56271.58537734219,,,,
N1_gate_plus_line_order,20500,20686,1684.0,1591.0,93.0,56367.43650740568,,,,
N1_gate_plus_line_order,21000,21186,1688.0,1592.0,96.0,56463.28763746918,,,,
N1_gate_plus_line_order,21500,21686,1690.0,1592.0,98.0,56502.41049532703,,,,
N1_gate_plus_line_order,22000,22186,1693.0,1593.0,100.0,56594.25590082532,,,,
N1_gate_plus_line_order,22500,22686,1697.0,1597.0,100.0,56892.73043278899,,,,
N1_gate_plus_line_order,23000,23186,1699.0,1599.0,100.0,57041.298454401214,,,,
N1_gate_plus_line_order,23500,23686,1700.0,1600.0,100.0,57099.907185085685,,,,
N1_gate_plus_line_order,24000,24186,1702.0,1602.0,100.0,57123.55936677568,,,,
N1_gate_plus_line_order,24500,24686,1711.0,1605.0,106.0,57370.63009977188,,,,
N1_gate_plus_line_order,25000,25186,1715.0,1609.0,106.0,57610.33810587807,,,,
N1_gate_plus_line_order,25500,25686,1716.0,1610.0,106.0,57687.96896506079,,,,
N1_gate_plus_line_order,26000,26186,1716.0,1610.0,106.0,57687.96896506079,,,,
N1_gate_plus_line_order,26500,26686,1719.0,1613.0,106.0,57735.45884725764,,,,
N1_gate_plus_line_order,27000,27186,1721.0,1615.0,106.0,57819.73767853463,,,,
N1_gate_plus_line_order,27500,27686,1723.0,1617.0,106.0,57867.14640595691,,,,
N1_gate_plus_line_order,28000,28186,1725.0,1619.0,106.0,57900.0175046709,,,,
N1_gate_plus_line_order,28500,28686,1727.0,1621.0,106.0,57947.42623209318,,,,
N1_gate_plus_line_order,29000,29186,1733.0,1627.0,106.0,58057.87488314982,,,,
N1_gate_plus_line_order,29500,29686,1737.0,1631.0,106.0,58135.07426844907,,,,
N1_gate_plus_line_order,30000,30186,1738.0,1632.0,106.0,58160.74436904158,,,,
N1_gate_plus_line_order,30500,30686,1739.0,1633.0,106.0,58186.414469634095,,,,
N1_gate_plus_line_order,31000,31186,1743.0,1637.0,106.0,58206.61235640404,,,,
N1_gate_plus_line_order,31500,31686,1748.0,1640.0,108.0,58287.73927460635,,,,
N1_gate_plus_line_order,32000,32186,1751.0,1640.0,111.0,58357.92030407733,,,,
N1_gate_plus_line_order,32500,32686,1753.0,1642.0,111.0,58393.16619178208,,,,
N1_gate_plus_line_order,32560,32746,1754.0,1643.0,111.0,58428.28332507472,,,,
N1_gate_plus_random,50,236,44.6,43.3,1.3,1529.2572782142136,2.221110833194357,2.110818693198341,0.8232726023485646,165.2340875102906
N1_gate_plus_random,100,286,88.0,84.8,3.2,3022.7257695165144,3.197221015541813,3.259175083088085,1.7511900715418265,225.16964643274972
N1_gate_plus_random,150,336,132.4,128.2,4.2,4564.63521255207,3.533962208186286,3.614784456460256,1.398411797560202,198.29681382909084
N1_gate_plus_random,163,349,144.2,139.3,4.9,4948.307322044994,3.794733192202055,3.301514803843836,1.7919573407620817,185.88330992315443
N1_gate_plus_random,200,386,177.3,171.1,6.2,6065.506355879748,3.917198545446024,2.9230881691191666,2.0976176963403037,183.18967361072677
N1_gate_plus_random,250,436,221.5,212.7,8.8,7522.642336029637,3.719318934070233,2.110818693198342,2.5298221281347035,216.29431252532896
N1_gate_plus_random,300,486,264.6,254.4,10.2,8968.028160954624,3.4058772731852804,2.875181153713043,2.097617696340303,232.3240536694801
N1_gate_plus_random,326,512,286.0,275.1,10.9,9657.85092582506,4.371625682868,3.984692933938295,2.2335820757001272,260.91626681498786
N1_gate_plus_random,350,536,307.5,295.2,12.3,10374.836984673757,4.403281604540969,4.802776974487434,2.496664441476534,269.0764506462796
N1_gate_plus_random,400,586,351.4,337.7,13.7,11841.34122150936,5.103375789067903,6.481597882552659,2.907843798341918,253.0650622688813
N1_gate_plus_random,450,636,394.3,377.9,16.4,13343.903042563736,4.967673276069771,6.172519744804386,3.0983866769659336,230.3190266244843
N1_gate_plus_random,500,686,438.7,420.5,18.2,14877.85777491875,5.313504806936127,7.199537022151725,3.22490309931942,305.79128446004654
N1_gate_plus_random,550,736,484.6,464.7,19.9,16398.123725530182,6.186005711819758,8.273787255879594,3.8427420765212266,263.738174131146
N1_gate_plus_random,600,786,528.8,507.4,21.4,17916.128036832575,7.09929573971954,10.254538290706,4.29987079909256,283.95736493596945
N1_gate_plus_random,650,836,573.2,550.5,22.7,19493.07762392168,7.130529043797834,10.906165432655255,4.571651780264984,276.10133854674905
N1_gate_plus_random,651,837,573.8,551.0,22.8,19517.08306023876,6.892830413633511,10.760008261045982,4.685675570881488,270.5597523700837
N1_gate_plus_random,700,886,617.6,592.5,25.1,20977.61250885394,6.4670103001481465,10.34139470499238,4.863697724525605,271.4586345598467
N1_gate_plus_random,750,936,662.3,635.1,27.2,22438.93931683609,5.716448003592596,10.038260141412287,5.553777493242275,314.3681741734679
N1_gate_plus_random,800,986,707.4,678.4,29.0,23935.744843051707,5.777350411544878,9.465727652959384,5.537749241945384,299.9524318428497
N1_gate_plus_random,850,1036,751.3,720.5,30.8,25479.22247504129,5.945119380167605,8.527732536977355,4.939635614091388,365.4992668824974
N1_gate_plus_random,900,1086,796.3,763.4,32.9,27022.95742189957,6.766748767974831,9.131143289740765,4.653553003411002,440.5577244813545
N1_gate_plus_random,950,1136,839.3,804.0,35.3,28533.93501987688,6.600505031182589,8.110350040397625,4.738729318662921,388.5031995376863
N1_gate_plus_random,1000,1186,882.9,846.4,36.5,30007.68031794023,6.349978127696364,7.820201759261429,5.126185499743233,423.45018385076605
N1_gate_plus_random,1500,1686,1324.2,1268.4,55.8,45310.90671749918,3.0840089349921005,3.717824931626316,2.097617696340303,225.26440588275392
N1_gate_plus_random,1628,1814,1439.7,1379.0,60.7,49236.37583939311,2.6267851073127395,3.5276684147527875,1.888562063228706,187.64924378137792
N1_gate_plus_random,2000,2186,1557.5,1490.3,67.2,53197.15110886407,1.4337208778404378,1.1595018087284057,0.4216370213557839,38.97051385704701
N1_gate_plus_random,2116,2302,1558.8,1491.3,67.5,53235.238209044255,1.8135294011647256,1.6363916944844767,0.7071067811865476,44.217044162092925
N1_gate_plus_random,2500,2686,1561.8,1493.6,68.2,53312.19783441349,2.616188916046477,2.3664319132398464,1.0327955589886444,50.05508994359999
N1_gate_plus_random,3000,3186,1565.8,1496.0,69.8,53420.38497367569,2.14993539954628,2.3570226039551585,1.7511900715418265,37.76998831641837
N1_gate_plus_random,3256,3442,1567.5,1497.2,70.3,53465.00461491812,2.1213203435596424,2.973961069759395,2.0575065816014617,42.07033199879671
N1_gate_plus_random,3500,3686,1569.1,1498.5,70.6,53508.69386642784,2.1317702607092643,3.3082388735465345,2.170509412813294,58.97877459151229
N1_gate_plus_random,4000,4186,1572.6,1501.0,71.6,53604.83613047873,2.4129281427805145,3.126943839882286,2.065591117977289,81.62468171715945
N1_gate_plus_random,4500,4686,1576.3,1503.4,72.9,53705.08791851881,1.766981104093143,3.339993346633426,2.8067379246694517,44.4789254926702
N1_gate_plus_random,4884,5070,1579.2,1505.6,73.6,53801.74560731229,2.820559440174157,3.204163957519444,2.3190036174568114,83.42322401872772
N1_gate_plus_random,5000,5186,1580.0,1506.3,73.7,53839.07078291652,2.943920288775949,3.056868404829433,2.263232692902394,92.63949938576768
N1_gate_plus_random,5500,5686,1583.5,1509.1,74.4,53931.74417323126,2.8771127502720115,3.8427420765212266,2.412928142780514,78.99296074941533
N1_gate_plus_random,6000,6186,1587.1,1511.9,75.2,54019.72478850813,3.142893217686178,3.871548642195896,2.859681411936963,92.20249172854292
N1_gate_plus_random,6500,6686,1590.8,1514.7,76.1,54110.87031938473,4.049691346263318,3.802046232695699,3.1073389830457114,114.5739385213974
N1_gate_plus_random,6512,6698,1590.8,1514.7,76.1,54110.87031938473,4.049691346263318,3.802046232695699,3.1073389830457114,114.5739385213974
N1_gate_plus_random,7000,7186,1593.6,1516.6,77.0,54196.45982410443,4.501851470969102,4.087922591134904,2.943920288775949,137.9098589997247
N1_gate_plus_random,7500,7686,1596.2,1518.7,77.5,54260.081384654375,5.0508525133002165,4.738729318662922,2.718251071716682,158.58640999332567
N1_gate_plus_random,8000,8186,1598.5,1520.3,78.2,54315.78259869638,4.672615256292062,4.522781838156198,2.740640638812596,148.9480323508383
N1_gate_plus_random,8500,8686,1601.2,1522.3,78.9,54387.955634100384,4.848825745591515,5.207899981971834,3.142893217686178,151.11579103116244
N1_gate_plus_random,9000,9186,1604.7,1524.7,80.0,54468.45950277229,4.643992535164831,5.375872022286245,3.5276684147527875,140.17425568718664
N1_gate_plus_random,9500,9686,1606.8,1526.3,80.5,54535.75943003829,5.4528280124476085,6.799509786251751,3.719318934070233,163.807914090893
N1_gate_plus_random,10000,10186,1609.5,1528.4,81.1,54610.44637864042,6.023103666530884,7.545418035691153,3.478505426185217,204.5487241210276
N1_gate_plus_random,10500,10686,1613.1,1531.2,81.9,54692.36592111566,7.1094616142465,8.038794823990857,3.784471194529326,208.73904482279343
N1_gate_plus_random,11000,11186,1617.5,1534.5,83.0,54810.37778373955,8.462334849857402,8.527732536977355,4.2946995755750415,252.8455936987773
N1_gate_plus_random,11500,11686,1620.7,1537.3,83.4,54891.83116183426,8.969702088450628,9.06825966397816,4.195235392680606,261.38960185552395
N1_gate_plus_random,12000,12186,1624.5,1540.1,84.4,54996.69472966042,9.288583195395182,9.421606374003677,4.060651288757616,306.0001888741371
N1_gate_plus_random,12500,12686,1628.1,1542.9,85.2,55082.38004846087,9.279008567729637,9.036346360977737,3.852848873813304,296.85690986161615
N1_gate_plus_random,13000,13186,1631.5,1545.9,85.6,55165.17482877385,7.877534865397649,7.922541679705237,3.470510689285432,285.882674104059
N1_gate_plus_random,13500,13686,1634.5,1548.3,86.2,55258.62610104958,7.306770072260991,7.196449741983119,3.22490309931942,260.0405643990809
N1_gate_plus_random,14000,14186,1638.0,1551.2,86.8,55370.36608905826,6.073622386096199,6.232531142677463,2.936362072739365,235.5996932706865
N1_gate_plus_random,14500,14686,1641.2,1553.4,87.8,55444.97715694818,5.750362307426087,6.186005711819758,3.084008934992101,221.72347674805889
N1_gate_plus_random,15000,15186,1644.4,1555.7,88.7,55526.60249605984,5.481281277625191,6.515792780280505,3.1287200080686177,215.52159686934976
N1_gate_plus_random,15500,15686,1647.5,1557.9,89.6,55602.83092279168,5.720334100576838,6.136412270663988,3.1692971530679235,221.04104018977347
N1_gate_plus_random,16000,16186,1649.9,1559.9,90.0,55660.08650428965,6.04520011616195,6.674162452656097,3.366501646120693,236.0869987932011
N1_gate_plus_random,16500,16686,1653.3,1562.2,91.1,55757.423600235314,5.926400443964466,6.545566777937908,3.3813212407775355,231.2812124667737
N1_gate_plus_random,17000,17186,1656.3,1564.4,91.9,55840.52540487464,5.888784066153027,6.239658110292049,3.314949304120485,211.44147876627903
N1_gate_plus_random,17500,17686,1659.9,1567.2,92.7,55928.45730734424,6.522610247779983,6.106462878695726,3.497618237219913,206.48674952326937
N1_gate_plus_random,18000,18186,1662.7,1569.4,93.3,56005.81478388947,6.18331087147762,5.853773711604052,3.16403399335581,189.33862998616289
N1_gate_plus_random,18500,18686,1665.7,1571.7,94.0,56098.04256613812,6.634087059355727,6.412661087428699,3.559026084010437,210.37365915625503
N1_gate_plus_random,19000,19186,1668.6,1573.9,94.7,56181.650406645305,6.866990283636315,6.522610247779983,3.301514803843836,194.57548483742767
N1_gate_plus_random,19500,19686,1672.0,1576.5,95.5,56288.29661273167,6.394442031083626,6.60387091871965,3.171049598406741,180.4754206934712
N1_gate_plus_random,20000,20186,1675.4,1579.2,96.2,56382.319002773496,6.719788356455548,6.663332499583073,3.3928028399998595,159.92133325049662
N1_gate_plus_random,20500,20686,1679.1,1582.5,96.6,56470.83769340825,6.136412270663987,5.835713800003866,3.272783388968954,146.51628302757877
