sample_index,seed,split,sample_type,current_outage_labels,num_candidate_labels,num_positive_labels
629,20260706,train,S1,L144,185,10
630,20260706,train,S1,L010,185,9
631,20260706,train,S1,L145,185,9
632,20260706,train,S1,L135,185,11
633,20260706,train,S1,L060,185,12
634,20260706,train,S1,L004,185,10
635,20260706,train,S1,L030,185,9
636,20260706,train,S1,"L030,L108,L115",183,8
637,20260706,train,S1,L151,185,10
638,20260706,train,S1,"L030,L045,L046,L104,L113,L134,L155,L156",178,10
639,20260706,train,S1,L099,185,8
640,20260706,train,S1,"L030,L045,L046,L050,L060,L104,L113,L115,L134,L155,L156",175,12
641,20260706,train,S1,L082,185,10
642,20260706,train,S1,L069,185,11
643,20260706,train,S1,L013,185,10
644,20260706,train,S1,"L030,L107",184,12
645,20260706,train,S1,L075,185,8
646,20260706,train,S1,L061,185,12
647,20260706,train,S1,L086,185,8
648,20260706,train,S1,L048,185,9
649,20260706,train,S1,L035,185,13
650,20260706,train,S1,L090,185,10
651,20260706,train,S1,L111,185,8
652,20260706,train,S1,L068,185,12
653,20260706,train,S1,L062,185,9
654,20260706,train,S1,L182,185,9
655,20260706,train,S1,L122,185,12
656,20260706,train,S1,L123,185,8
657,20260706,train,S1,L002,185,10
658,20260706,train,S1,"L030,L045,L046,L104,L113,L133,L155,L156",178,10
659,20260706,train,S1,"L139,L140",184,12
660,20260706,train,S1,L011,185,9
661,20260706,train,S1,L112,185,8
662,20260706,train,S1,L174,185,8
663,20260706,train,S1,L159,185,9
664,20260706,train,S1,L148,185,9
665,20260706,train,S1,"L007,L018,L030,L046,L065,L104,L111,L113,L134,L155,L156,L178,L182",173,9
666,20260706,train,S1,L044,185,9
667,20260706,train,S1,L114,185,10
668,20260706,train,S1,L091,185,11
669,20260706,train,S1,L152,185,11
670,20260706,train,S1,L080,185,11
671,20260706,train,S1,"L008,L018,L019,L020,L030,L045,L046,L110,L111,L113,L115,L134,L155",173,12
672,20260706,train,S1,"L030,L031,L111,L182",182,10
673,20260706,train,S1,"L018,L021",184,11
674,20260706,train,S1,L092,185,10
675,20260706,train,S1,L143,185,11
676,20260706,train,S1,L020,185,10
677,20260706,train,S1,L098,185,8
678,20260706,train,S1,L160,185,11
679,20260706,train,S1,L131,185,8
680,20260706,train,S1,L063,185,10
681,20260706,train,S1,L158,185,11
682,20260706,train,S1,L124,185,7
683,20260706,train,S1,"L140,L141,L156",183,10
684,20260706,train,S1,L100,185,8
685,20260706,train,S1,L173,185,13
686,20260706,train,S1,L070,185,11
687,20260706,train,S1,L117,185,10
688,20260706,train,S1,L120,185,9
689,20260706,train,S1,L040,185,11
690,20260706,train,S1,L017,185,8
691,20260706,train,S1,L161,185,11
692,20260706,train,S1,L170,185,9
693,20260706,train,S1,L128,185,10
694,20260706,train,S1,L155,185,9
695,20260706,train,S1,"L129,L156",184,11
696,20260706,train,S1,L106,185,9
697,20260706,train,S1,L103,185,9
698,20260706,train,S1,L052,185,10
699,20260706,train,S1,L058,185,10
700,20260706,train,S1,L118,185,11
701,20260706,train,S1,"L018,L025,L026,L030,L038,L039,L045,L046,L065,L104,L111,L113,L115,L134,L155,L156,L178,L179,L182",167,11
702,20260706,train,S1,L003,185,9
703,20260706,train,S1,"L030,L032",184,9
704,20260706,train,S1,L137,185,13
705,20260706,train,S1,"L030,L045,L046,L049,L104,L113,L134,L155,L156",177,10
706,20260706,train,S1,L172,185,10
707,20260707,train,S0,,186,7
708,20260707,train,S1,L065,185,8
709,20260707,train,S1,"L018,L045,L102,L109,L110,L111,L113,L134,L155,L156,L176",175,10
710,20260707,train,S1,L073,185,11
711,20260707,train,S1,L091,185,8
712,20260707,train,S1,L174,185,7
713,20260707,train,S1,L162,185,10
714,20260707,train,S1,"L053,L102",184,8
715,20260707,train,S1,"L018,L019,L036,L045",182,8
716,20260707,train,S1,L182,185,9
717,20260707,train,S1,L164,185,8
718,20260707,train,S1,L028,185,11
719,20260707,train,S1,"L018,L019,L020,L037,L045,L102,L109,L110,L111,L113,L134,L155,L156",173,10
720,20260707,train,S1,L064,185,9
721,20260707,train,S1,L020,185,9
722,20260707,train,S1,L057,185,8
723,20260707,train,S1,L022,185,9
724,20260707,train,S1,L089,185,8
725,20260707,train,S1,L001,185,9
726,20260707,train,S1,L121,185,11
727,20260707,train,S1,L170,185,8
728,20260707,train,S1,L125,185,11
729,20260707,train,S1,L030,185,9
730,20260707,train,S1,L117,185,8
731,20260707,train,S1,"L031,L045,L109,L111,L182",181,14
732,20260707,train,S1,L171,185,10
733,20260707,train,S1,"L018,L019,L025,L026,L030,L038,L039,L045,L102,L109,L110,L111,L113,L134,L155,L156,L178,L179",168,12
734,20260707,train,S1,L180,185,9
735,20260707,train,S1,"L102,L104",184,8
736,20260707,train,S1,"L102,L103",184,9
737,20260707,train,S1,L112,185,7
738,20260707,train,S1,L027,185,11
739,20260707,train,S1,"L018,L045,L046,L050,L060,L102,L109,L110,L111,L113,L134,L155,L156",173,12
740,20260707,train,S1,"L085,L102",184,7
741,20260707,train,S1,"L076,L102",184,7
742,20260707,train,S1,L083,185,9
743,20260707,train,S1,"L095,L102",184,9
744,20260707,train,S1,L045,185,8
745,20260707,train,S1,L080,185,10
746,20260707,train,S1,"L018,L045,L102,L109,L110,L111,L113,L133,L155,L156",176,9
747,20260707,train,S1,L108,185,8
748,20260707,train,S1,L116,185,8
749,20260707,train,S1,L018,185,7
750,20260707,train,S1,"L130,L156",184,9
751,20260707,train,S1,"L149,L156",184,10
752,20260707,train,S1,L079,185,8
753,20260707,train,S1,"L156,L157",184,9
754,20260707,train,S1,L160,185,10
755,20260707,train,S1,"L067,L102",184,7
756,20260707,train,S1,L024,185,8
757,20260707,train,S1,"L100,L102",184,8
758,20260707,train,S1,"L092,L102",184,7
759,20260707,train,S1,L062,185,9
760,20260707,train,S1,L110,185,9
761,20260707,train,S1,"L018,L045,L102,L109,L110,L111,L113,L134,L155,L156",176,9
762,20260707,train,S1,L122,185,11
763,20260707,train,S1,"L137,L156",184,10
764,20260707,train,S1,"L008,L018,L019,L020,L045,L102,L109,L110,L111,L113,L134,L155,L156",173,13
765,20260707,train,S1,"L153,L156",184,8
766,20260707,train,S1,"L066,L102",184,7
767,20260707,train,S1,L049,185,7
768,20260707,train,S1,L128,185,8
769,20260707,train,S1,"L029,L045",184,11
770,20260707,train,S1,L019,185,8
771,20260707,train,S1,"L131,L156",184,9
772,20260707,train,S1,L078,185,8
773,20260707,train,S1,L119,185,8
774,20260707,train,S1,"L156,L159",184,8
775,20260707,train,S1,L046,185,8
776,20260707,train,S1,L186,185,8
777,20260707,train,S1,L043,185,9
778,20260707,train,S1,"L102,L105",184,8
779,20260707,train,S1,L002,185,8
780,20260707,train,S1,"L097,L102",184,12
781,20260707,train,S1,L069,185,9
782,20260707,train,S1,"L068,L102",184,9
783,20260707,train,S1,L048,185,9
784,20260707,train,S1,"L071,L102",184,10
785,20260707,train,S1,L114,185,8
786,20260707,train,S1,L011,185,8
787,20260707,train,S1,L109,185,8
788,20260707,train,S1,L025,185,11
789,20260707,train,S1,"L142,L156",184,8
790,20260707,train,S1,L013,185,9
791,20260707,train,S1,L154,185,8
792,20260707,train,S1,L041,185,8
793,20260707,train,S1,"L151,L156",184,9
794,20260707,train,S1,"L102,L107",184,7
795,20260707,train,S1,"L139,L140,L156",183,9
796,20260707,train,S1,L060,185,10
797,20260707,train,S1,L169,185,8
798,20260707,train,S1,"L018,L045,L102,L109,L110,L111,L113,L134,L155,L156",176,9
799,20260707,train,S1,L140,185,8
800,20260707,train,S1,"L075,L102",184,7
801,20260707,train,S1,"L136,L156",184,10
802,20260707,train,S1,L035,185,10
803,20260707,train,S1,L014,185,8
804,20260707,train,S1,L074,185,11
805,20260707,train,S1,L165,185,8
806,20260707,train,S1,"L093,L102",184,8
807,20260707,train,S1,L166,185,8
808,20260709,train,S0,,186,8
809,20260709,train,S1,L018,185,10
810,20260709,train,S1,L061,185,10
811,20260709,train,S1,L091,185,10
812,20260709,train,S1,L010,185,9
813,20260709,train,S1,"L030,L032",184,10
814,20260709,train,S1,L132,185,10
815,20260709,train,S1,L120,185,8
816,20260709,train,S1,L005,185,10
817,20260709,train,S1,"L030,L045,L054",183,10
818,20260709,train,S1,"L137,L156",184,11
819,20260709,train,S1,L055,185,11
820,20260709,train,S1,"L030,L045,L046,L102,L109,L110,L111,L113,L115,L134,L176",175,11
821,20260709,train,S1,L092,185,9
822,20260709,train,S1,L043,185,10
823,20260709,train,S1,"L030,L038,L045,L046,L102,L104,L110,L111,L113,L115,L134,L156,L178,L179,L182",171,12
824,20260709,train,S1,L070,185,11
825,20260709,train,S1,L060,185,10
826,20260709,train,S1,"L102,L103",184,9
827,20260709,train,S1,L056,185,10
828,20260709,train,S1,L142,185,9
829,20260709,train,S1,L065,185,8
830,20260709,train,S1,L025,185,12
831,20260709,train,S1,L163,185,9
832,20260709,train,S1,L155,185,10
833,20260709,train,S1,L146,185,10
834,20260709,train,S1,L124,185,9
835,20260709,train,S1,L012,185,8
836,20260709,train,S1,L064,185,10
837,20260709,train,S1,L126,185,11
838,20260709,train,S1,L073,185,11
839,20260709,train,S1,"L129,L156",184,12
840,20260709,train,S1,"L030,L115,L116",183,8
841,20260709,train,S1,"L030,L045,L096,L102,L111",181,10
842,20260709,train,S1,"L028,L030",184,12
843,20260709,train,S1,L117,185,9
844,20260709,train,S1,L148,185,9
845,20260709,train,S1,L152,185,10
846,20260709,train,S1,L046,185,8
847,20260709,train,S1,L180,185,10
848,20260709,train,S1,L173,185,11
849,20260709,train,S1,L090,185,9
850,20260709,train,S1,"L033,L182",184,10
851,20260709,train,S1,"L030,L031,L182",183,10
852,20260709,train,S1,L182,185,10
853,20260709,train,S1,L131,185,9
854,20260709,train,S1,L136,185,9
855,20260709,train,S1,L075,185,10
856,20260709,train,S1,"L102,L106",184,8
857,20260709,train,S1,L175,185,11
858,20260709,train,S1,"L018,L019,L021,L026,L030,L045",180,12
859,20260709,train,S1,"L102,L105",184,8
860,20260709,train,S1,"L008,L018,L019,L020,L030,L045,L046,L102,L109,L110,L111,L113,L115,L134",172,10
861,20260709,train,S1,L102,185,10
862,20260709,train,S1,L071,185,10
863,20260709,train,S1,L022,185,11
864,20260709,train,S1,"L030,L045,L046,L102,L109,L110,L111,L113,L134,L155,L156,L177",174,10
865,20260709,train,S1,"L030,L045,L046,L102,L113,L134,L156",179,10
866,20260709,train,S1,L130,185,10
867,20260709,train,S1,L162,185,11
868,20260709,train,S1,L110,185,8
869,20260709,train,S1,L154,185,9
870,20260709,train,S1,L024,185,7
871,20260709,train,S1,L030,185,9
872,20260709,train,S1,L118,185,10
873,20260709,train,S1,L069,185,10
874,20260709,train,S1,L149,185,10
875,20260709,train,S1,L104,185,9
876,20260709,train,S1,L109,185,8
877,20260709,train,S1,L006,185,10
878,20260709,train,S1,L077,185,9
879,20260709,train,S1,L063,185,9
880,20260709,train,S1,L074,185,12
881,20260709,train,S1,"L018,L019,L020,L030,L036,L044,L045,L179",178,11
882,20260709,train,S1,L086,185,9
883,20260709,train,S1,L171,185,11
884,20260709,train,S1,L114,185,9
885,20260709,train,S1,L057,185,10
886,20260709,train,S1,L165,185,9
887,20260709,train,S1,L048,185,9
888,20260709,train,S1,L035,185,12
889,20260709,train,S1,L101,185,9
890,20260709,train,S1,L138,185,10
891,20260709,train,S1,L052,185,10
892,20260709,train,S1,L001,185,10
893,20260709,train,S1,L158,185,10
894,20260709,train,S1,L125,185,10
895,20260709,train,S1,L039,185,9
896,20260709,train,S1,L151,185,10
897,20260709,train,S1,L140,185,9
898,20260709,train,S1,"L027,L030",184,13
899,20260709,train,S1,L186,185,10
900,20260709,train,S1,L044,185,10
901,20260709,train,S1,L111,185,8
902,20260709,train,S1,L053,185,9
903,20260709,train,S1,L019,185,9
904,20260709,train,S1,"L030,L045,L046,L050,L060,L102,L109,L110,L111,L113,L115,L134,L156",173,13
905,20260709,train,S1,L013,185,10
906,20260709,train,S1,L076,185,10
907,20260709,train,S1,L083,185,9
908,20260709,train,S1,L045,185,10
909,20260710,train,S0,,186,9
910,20260710,train,S1,L179,185,9
911,20260710,train,S1,L167,185,8
912,20260710,train,S1,"L018,L030,L038,L045,L104,L111,L113,L115,L134,L140,L143,L155,L178,L179,L186",171,11
913,20260710,train,S1,L081,185,10
914,20260710,train,S1,L175,185,10
915,20260710,train,S1,"L146,L155",184,9
916,20260710,train,S1,L091,185,9
917,20260710,train,S1,"L030,L104,L105",183,8
918,20260710,train,S1,L174,185,8
919,20260710,train,S1,L099,185,9
920,20260710,train,S1,L124,185,8
921,20260710,train,S1,L095,185,8
922,20260710,train,S1,L092,185,8
923,20260710,train,S1,L013,185,9
924,20260710,train,S1,"L155,L157",184,9
925,20260710,train,S1,L025,185,11
926,20260710,train,S1,L045,185,8
927,20260710,train,S1,L079,185,8
928,20260710,train,S1,L155,185,8
929,20260710,train,S1,L053,185,8
930,20260710,train,S1,L077,185,8
931,20260710,train,S1,"L018,L030,L045,L104,L113,L115,L133,L140,L143,L155,L178,L179,L186",173,9
932,20260710,train,S1,L109,185,9
933,20260710,train,S1,L173,185,11
934,20260710,train,S1,L015,185,9
935,20260710,train,S1,"L003,L018",184,10
936,20260710,train,S1,"L151,L155",184,9
937,20260710,train,S1,L064,185,9
938,20260710,train,S1,L075,185,9
939,20260710,train,S1,L087,185,8
940,20260710,train,S1,L040,185,10
941,20260710,train,S1,"L136,L155",184,8
942,20260710,train,S1,"L125,L155",184,10
943,20260710,train,S1,"L149,L155",184,8
944,20260710,train,S1,L067,185,9
945,20260710,train,S1,"L144,L155",184,9
946,20260710,train,S1,"L018,L030,L045,L104,L113,L115,L134,L140,L143,L155,L176,L178,L179",173,10
947,20260710,train,S1,L058,185,10
948,20260710,train,S1,L138,185,9
949,20260710,train,S1,L163,185,8
950,20260710,train,S1,L065,185,8
951,20260710,train,S1,L130,185,9
952,20260710,train,S1,"L155,L158",184,10
953,20260710,train,S1,L028,185,11
954,20260710,train,S1,L001,185,10
955,20260710,train,S1,L034,185,10
956,20260710,train,S1,L140,185,8
957,20260710,train,S1,"L127,L155,L186",183,9
958,20260710,train,S1,"L018,L021",184,10
959,20260710,train,S1,"L115,L116,L186",183,9
960,20260710,train,S1,"L018,L030,L057,L058,L060,L096,L102,L104,L111,L113,L115,L134,L140,L143,L155,L178,L179,L186",168,14
961,20260710,train,S1,L082,185,9
962,20260710,train,S1,L057,185,8
963,20260710,train,S1,L093,185,8
964,20260710,train,S1,L094,185,8
965,20260710,train,S1,"L128,L155",184,8
966,20260710,train,S1,"L104,L107,L115,L155,L186",181,10
967,20260710,train,S1,"L018,L022",184,11
968,20260710,train,S1,"L030,L032,L178",183,9
969,20260710,train,S1,"L114,L115,L186",183,9
970,20260710,train,S1,L070,185,10
971,20260710,train,S1,"L129,L155",184,8
972,20260710,train,S1,L102,185,8
973,20260710,train,S1,L080,185,10
974,20260710,train,S1,L002,185,8
975,20260710,train,S1,"L150,L155",184,8
976,20260710,train,S1,"L154,L155",184,8
977,20260710,train,S1,L062,185,10
978,20260710,train,S1,L084,185,8
979,20260710,train,S1,"L007,L018,L019,L030,L104,L111,L113,L115,L134,L140,L143,L155,L178,L179,L186",171,12
980,20260710,train,S1,L074,185,10
981,20260710,train,S1,L172,185,9
982,20260710,train,S1,"L018,L030,L045,L104,L113,L115,L134,L139,L140,L143,L155,L178,L179,L186",172,11
983,20260710,train,S1,"L018,L030,L041,L104,L113,L115,L134,L140,L143,L155,L178,L179,L186",173,10
984,20260710,train,S1,L164,185,8
985,20260710,train,S1,L056,185,9
986,20260710,train,S1,L156,185,8
987,20260710,train,S1,"L126,L155,L186",183,9
988,20260710,train,S1,"L018,L030,L033,L104,L113,L115,L134,L140,L143,L155,L178,L179,L182,L186",172,12
989,20260710,train,S1,L180,185,10
990,20260710,train,S1,L078,185,7
991,20260710,train,S1,L101,185,9
992,20260710,train,S1,"L030,L031,L111,L115,L178,L186",180,10
993,20260710,train,S1,"L137,L155",184,10
994,20260710,train,S1,L171,185,11
995,20260710,train,S1,"L012,L018",184,10
996,20260710,train,S1,"L018,L030,L045,L104,L113,L115,L134,L140,L143,L155,L178,L179,L186",173,10
997,20260710,train,S1,"L115,L117,L186",183,9
998,20260710,train,S1,L018,185,8
999,20260710,train,S1,"L155,L162",184,10
1000,20260710,train,S1,L014,185,9
1001,20260710,train,S1,"L123,L155,L186",183,8
1002,20260710,train,S1,"L018,L030,L045,L054",182,9
1003,20260710,train,S1,L089,185,8
1004,20260710,train,S1,L135,185,10
1005,20260710,train,S1,L103,185,9
1006,20260710,train,S1,"L010,L018",184,10
1007,20260710,train,S1,"L018,L030,L045,L102,L104,L113,L115,L134,L140,L143,L155,L177,L178,L179,L186",171,9
1008,20260710,train,S1,L142,185,8
1009,20260710,train,S1,"L018,L030,L045,L046,L050,L060,L102,L104,L113,L115,L134,L140,L143,L155,L178,L179,L186",169,12
1010,20260711,train,S0,,186,7
1011,20260711,train,S1,L034,185,11
1012,20260711,train,S1,L152,185,8
1013,20260711,train,S1,L122,185,10
1014,20260711,train,S1,L004,185,10
1015,20260711,train,S1,L164,185,9
1016,20260711,train,S1,"L003,L018",184,9
1017,20260711,train,S1,L185,185,12
1018,20260711,train,S1,L166,185,7
1019,20260711,train,S1,"L057,L102",184,10
1020,20260711,train,S1,L040,185,11
1021,20260711,train,S1,L035,185,11
1022,20260711,train,S1,L186,185,11
1023,20260711,train,S1,"L030,L045,L102,L104,L105",181,9
1024,20260711,train,S1,L024,185,8
1025,20260711,train,S1,L145,185,9
1026,20260711,train,S1,"L068,L102",184,11
1027,20260711,train,S1,L121,185,11
1028,20260711,train,S1,L089,185,7
1029,20260711,train,S1,"L099,L102,L104",183,8
1030,20260711,train,S1,L117,185,7
1031,20260711,train,S1,"L030,L102,L115,L116",182,8
1032,20260711,train,S1,"L030,L104,L108,L115",182,8
1033,20260711,train,S1,L111,185,8
1034,20260711,train,S1,"L018,L030,L045,L102,L104,L109,L110,L111,L113,L115,L133,L140,L143,L155",172,9
1035,20260711,train,S1,"L018,L025,L026,L030,L038,L039,L045,L065,L102,L104,L109,L110,L111,L113,L115,L134,L140,L143,L155,L179",166,10
1036,20260711,train,S1,L125,185,9
1037,20260711,train,S1,L077,185,9
1038,20260711,train,S1,L129,185,8
1039,20260711,train,S1,L102,185,7
1040,20260711,train,S1,L063,185,8
1041,20260711,train,S1,"L018,L027,L045",183,13
1042,20260711,train,S1,"L018,L030,L045,L056,L057,L060,L065,L097,L102,L104,L110,L111,L113,L115,L134,L140,L143,L155",168,10
1043,20260711,train,S1,L124,185,8
1044,20260711,train,S1,"L052,L102",184,8
1045,20260711,train,S1,"L030,L102,L104,L106",182,11
1046,20260711,train,S1,L154,185,9
1047,20260711,train,S1,L173,185,10
1048,20260711,train,S1,"L011,L018",184,9
1049,20260711,train,S1,L142,185,8
1050,20260711,train,S1,L030,185,8
1051,20260711,train,S1,"L072,L102",184,11
1052,20260711,train,S1,"L091,L102",184,9
1053,20260711,train,S1,"L030,L041,L104",183,7
1054,20260711,train,S1,"L095,L102",184,8
1055,20260711,train,S1,L146,185,9
1056,20260711,train,S1,"L067,L102",184,7
1057,20260711,train,S1,L165,185,9
1058,20260711,train,S1,L045,185,9
1059,20260711,train,S1,L013,185,8
1060,20260711,train,S1,"L094,L102,L104",183,10
1061,20260711,train,S1,L140,185,8
1062,20260711,train,S1,L074,185,10
1063,20260711,train,S1,"L018,L019,L020,L030,L036,L045,L102,L104",178,18
1064,20260711,train,S1,"L018,L030,L045,L102,L104,L109,L110,L111,L113,L115,L134,L140,L143,L155",172,9
1065,20260711,train,S1,"L018,L030,L045,L102,L104,L109,L110,L111,L113,L115,L134,L140,L141,L143,L155",171,9
1066,20260711,train,S1,"L102,L123",184,7
1067,20260711,train,S1,"L102,L104,L126",183,10
1068,20260711,train,S1,"L012,L018",184,10
1069,20260711,train,S1,"L053,L102",184,10
1070,20260711,train,S1,L130,185,8
1071,20260711,train,S1,"L056,L102",184,9
1072,20260711,train,S1,L135,185,11
1073,20260711,train,S1,L104,185,7
1074,20260711,train,S1,"L066,L102",184,7
1075,20260711,train,S1,L150,185,9
1076,20260711,train,S1,L172,185,7
1077,20260711,train,S1,"L092,L102",184,6
1078,20260711,train,S1,"L018,L030,L045,L102,L104,L109,L110,L111,L113,L115,L134,L139,L140,L143,L155",171,10
1079,20260711,train,S1,L160,185,10
1080,20260711,train,S1,"L018,L030,L045,L046,L049,L102,L104,L109,L110,L111,L113,L115,L134,L140,L143,L155",170,9
1081,20260711,train,S1,"L098,L102,L104",183,8
1082,20260711,train,S1,"L018,L030,L045,L102,L104,L113,L115,L134,L140,L143,L155",175,9
1083,20260711,train,S1,L155,185,9
1084,20260711,train,S1,L026,185,10
1085,20260711,train,S1,L042,185,7
1086,20260711,train,S1,L136,185,9
1087,20260711,train,S1,L131,185,9
1088,20260711,train,S1,"L055,L102",184,9
1089,20260711,train,S1,"L017,L018",184,11
1090,20260711,train,S1,L128,185,7
1091,20260711,train,S1,"L070,L102",184,10
1092,20260711,train,S1,L171,185,10
1093,20260711,train,S1,L006,185,8
1094,20260711,train,S1,"L065,L102",184,9
1095,20260711,train,S1,"L018,L030,L045,L102,L104,L109,L110,L111,L113,L115,L134,L140,L143,L155,L177",171,9
1096,20260711,train,S1,L137,185,8
1097,20260711,train,S1,"L018,L028,L030,L045",182,13
1098,20260711,train,S1,"L090,L102",184,6
1099,20260711,train,S1,"L018,L030,L031,L045,L102,L104",180,10
1100,20260711,train,S1,L170,185,9
1101,20260711,train,S1,"L018,L030,L045,L060,L102,L104,L109,L110,L111,L113,L115,L134,L140,L143,L155,L176",170,10
1102,20260711,train,S1,"L005,L018",184,10
1103,20260711,train,S1,"L030,L102,L104,L107",182,12
1104,20260711,train,S1,L175,185,10
1105,20260711,train,S1,"L100,L102",184,10
1106,20260711,train,S1,L078,185,9
1107,20260711,train,S1,L114,185,8
1108,20260711,train,S1,L082,185,9
1109,20260711,train,S1,L079,185,9
1110,20260711,train,S1,"L087,L102",184,10
1111,20260712,train,S0,,186,6
1112,20260712,train,S1,L153,185,6
1113,20260712,train,S1,"L112,L115",184,6
1114,20260712,train,S1,"L140,L145,L155",183,6
1115,20260712,train,S1,L053,185,7
1116,20260712,train,S1,L159,185,6
1117,20260712,train,S1,"L029,L030,L115",183,8
1118,20260712,train,S1,L072,185,9
1119,20260712,train,S1,"L061,L115",184,8
1120,20260712,train,S1,"L115,L118",184,7
1121,20260712,train,S1,L004,185,9
1122,20260712,train,S1,"L008,L018,L019,L020,L030,L045,L046,L102,L113,L115,L134,L140,L155,L178",172,9
1123,20260712,train,S1,L111,185,5
1124,20260712,train,S1,"L011,L018",184,7
1125,20260712,train,S1,L157,185,8
1126,20260712,train,S1,L090,185,7
1127,20260712,train,S1,"L030,L115,L116",183,8
1128,20260712,train,S1,"L018,L030,L045,L046,L049,L102,L113,L115,L134,L140,L155,L156,L178",173,6
1129,20260712,train,S1,"L018,L030,L045,L046,L050,L060,L102,L113,L115,L134,L140,L155,L156,L178",172,9
1130,20260712,train,S1,"L132,L140",184,8
1131,20260712,train,S1,L069,185,7
1132,20260712,train,S1,L121,185,7
1133,20260712,train,S1,L171,185,7
1134,20260712,train,S1,L052,185,7
1135,20260712,train,S1,L064,185,7
1136,20260712,train,S1,"L115,L120",184,6
1137,20260712,train,S1,L077,185,7
1138,20260712,train,S1,"L030,L060,L097,L102,L104,L111,L115",179,17
1139,20260712,train,S1,L005,185,7
1140,20260712,train,S1,"L115,L185",184,8
1141,20260712,train,S1,L025,185,8
1142,20260712,train,S1,"L135,L140",184,8
1143,20260712,train,S1,L062,185,7
1144,20260712,train,S1,"L136,L140",184,8
1145,20260712,train,S1,"L018,L022",184,10
1146,20260712,train,S1,L083,185,6
1147,20260712,train,S1,L174,185,7
1148,20260712,train,S1,"L066,L115",184,7
1149,20260712,train,S1,L158,185,8
1150,20260712,train,S1,"L033,L182",184,7
1151,20260712,train,S1,L152,185,8
1152,20260712,train,S1,"L129,L140,L156",183,6
1153,20260712,train,S1,"L140,L144,L155",183,7
1154,20260712,train,S1,"L067,L115",184,7
1155,20260712,train,S1,L079,185,7
1156,20260712,train,S1,L013,185,7
1157,20260712,train,S1,L172,185,6
1158,20260712,train,S1,L042,185,6
1159,20260712,train,S1,"L009,L018,L019,L030,L046,L102,L104,L111,L113,L115,L128,L134,L140,L155,L156,L178,L179",169,10
1160,20260712,train,S1,L006,185,8
1161,20260712,train,S1,"L012,L018",184,7
1162,20260712,train,S1,L059,185,8
1163,20260712,train,S1,L018,185,5
1164,20260712,train,S1,"L131,L140",184,7
1165,20260712,train,S1,L081,185,7
1166,20260712,train,S1,L091,185,6
1167,20260712,train,S1,L058,185,7
1168,20260712,train,S1,L170,185,6
1169,20260712,train,S1,L034,185,9
1170,20260712,train,S1,L086,185,5
1171,20260712,train,S1,"L018,L030,L045,L046,L102,L113,L115,L134,L140,L155,L156,L178",174,7
1172,20260712,train,S1,"L018,L023",184,6
1173,20260712,train,S1,L180,185,7
1174,20260712,train,S1,L026,185,7
1175,20260712,train,S1,L014,185,6
1176,20260712,train,S1,L124,185,5
1177,20260712,train,S1,L179,185,7
1178,20260712,train,S1,"L017,L018",184,8
1179,20260712,train,S1,L087,185,7
1180,20260712,train,S1,"L098,L102",184,5
1181,20260712,train,S1,"L018,L030,L045,L046,L102,L113,L115,L134,L140,L143,L155,L178",174,7
1182,20260712,train,S1,"L102,L105",184,6
1183,20260712,train,S1,L182,185,7
1184,20260712,train,S1,"L115,L126",184,6
1185,20260712,train,S1,"L094,L102",184,5
1186,20260712,train,S1,L149,185,7
1187,20260712,train,S1,"L018,L030,L045,L046,L102,L113,L115,L134,L140,L155,L178",175,7
1188,20260712,train,S1,L060,185,8
1189,20260712,train,S1,"L095,L102",184,5
1190,20260712,train,S1,L039,185,6
1191,20260712,train,S1,L045,185,6
1192,20260712,train,S1,"L030,L041,L115",183,6
1193,20260712,train,S1,L080,185,7
1194,20260712,train,S1,L128,185,6
1195,20260712,train,S1,"L140,L146,L155",183,7
1196,20260712,train,S1,L181,185,7
1197,20260712,train,S1,L163,185,6
1198,20260712,train,S1,"L007,L018,L019,L030,L046,L102,L104,L111,L113,L115,L128,L134,L140,L155,L156,L178,L179",169,10
1199,20260712,train,S1,L063,185,5
1200,20260712,train,S1,"L140,L142",184,6
1201,20260712,train,S1,L165,185,6
1202,20260712,train,S1,L140,185,6
1203,20260712,train,S1,L175,185,9
1204,20260712,train,S1,L044,185,7
1205,20260712,train,S1,"L140,L141,L156",183,6
1206,20260712,train,S1,L150,185,7
1207,20260712,train,S1,"L028,L030,L115",183,9
1208,20260712,train,S1,L085,185,5
1209,20260712,train,S1,"L027,L115",184,9
1210,20260712,train,S1,L089,185,6
1211,20260712,train,S1,"L018,L030,L032,L115",182,6
1212,20260713,train,S0,,186,8
1213,20260713,train,S1,L034,185,10
1214,20260713,train,S1,"L024,L045",184,7
1215,20260713,train,S1,L010,185,7
1216,20260713,train,S1,L111,185,7
1217,20260713,train,S1,L149,185,8
1218,20260713,train,S1,"L128,L141",184,7
1219,20260713,train,S1,"L033,L045,L182",183,10
1220,20260713,train,S1,L167,185,7
1221,20260713,train,S1,L005,185,7
1222,20260713,train,S1,L039,185,6
1223,20260713,train,S1,L151,185,8
1224,20260713,train,S1,L171,185,8
1225,20260713,train,S1,L140,185,6
1226,20260713,train,S1,L017,185,8
1227,20260713,train,S1,"L075,L102",184,6
1228,20260713,train,S1,L155,185,7
1229,20260713,train,S1,L116,185,7
1230,20260713,train,S1,L046,185,7
1231,20260713,train,S1,"L045,L057,L058,L060,L096,L102,L109,L110,L111,L113,L128,L134,L155,L178",172,13
